"candidate_type","source_origin","preferred_source_subset","current_id","effective_rgb","effective_name","modlu_source_id","modlu_source_rgb","modlu_source_name","orijinal_source_id","orijinal_source_rgb","orijinal_source_name","primary_status","rgb_resolution_status","source_id_conflict_status","final_new_id","final_id_status","notes"
"single_source","modlu","modlu_kalan","6479","174,54,167","AZUKKI","6479","174,54,167","AZUKKI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6480","6,57,40","AKJOUJT","6480","6,57,40","AKJOUJT","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6481","48,60,168","AMATLUS","6481","48,60,168","AMATLUS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6482","90,63,41","TIRIS-SOUTH","6482","90,63,41","TIRIS-SOUTH","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6483","132,66,169","GARUMELE","6483","132,66,169","GARUMELE","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6484","174,69,42","NGUIGMI","6484","174,69,42","NGUIGMI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6485","6,72,170","MANAN","6485","6,72,170","MANAN","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6486","48,75,43","KANEM","6486","48,75,43","KANEM","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6487","90,78,171","JIMI","6487","90,78,171","JIMI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6488","132,81,44","TIE","6488","132,81,44","TIE","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6489","174,84,172","TARAZKI","6489","174,84,172","TARAZKI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6490","6,87,45","KAGUSTI","6490","6,87,45","KAGUSTI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6491","48,90,173","MADAN","6491","48,90,173","MADAN","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6492","90,93,46","AUNO","6492","90,93,46","AUNO","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6493","132,96,174","KORO_TORO","6493","132,96,174","KORO_TORO","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6494","174,99,47","BORKOU","6494","174,99,47","BORKOU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6495","6,102,175","FAYA","6495","6,102,175","FAYA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6496","48,105,48","AIN_GALAKKA","6496","48,105,48","AIN_GALAKKA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6497","90,108,176","TIBESTI-SOUTH","6497","90,108,176","TIBESTI-SOUTH","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6498","132,111,49","TIBESTI-CENTRAL","6498","132,111,49","TIBESTI-CENTRAL","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6499","174,114,177","BARDAI","6499","174,114,177","BARDAI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6500","6,117,50","AJERE","6500","6,117,50","AJERE","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6501","48,120,178","BALBELEC","6501","48,120,178","BALBELEC","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6502","90,123,51","GASKERU","6502","90,123,51","GASKERU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6503","132,126,179","DIFFA","6503","132,126,179","DIFFA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6504","174,129,52","YAU","6504","174,129,52","YAU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6505","6,132,180","KUKAWA","6505","6,132,180","KUKAWA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6506","48,135,53","GARU_KIME","6506","48,135,53","GARU_KIME","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6507","90,138,181","DIKWA","6507","90,138,181","DIKWA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6508","132,141,54","MEGE","6508","132,141,54","MEGE","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6509","174,144,182","YERWA","6509","174,144,182","YERWA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6510","6,147,55","GALAGA","6510","6,147,55","GALAGA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6511","48,150,183","GAZARGAMO","6511","48,150,183","GAZARGAMO","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6512","90,153,56","GAMBARU","6512","90,153,56","GAMBARU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6513","132,156,184","DIAKAM","6513","132,156,184","DIAKAM","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6514","174,159,57","ZAMTAM","6514","174,159,57","ZAMTAM","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6515","6,162,185","MUNIO","6515","6,162,185","MUNIO","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6516","48,165,58","NGURU","6516","48,165,58","NGURU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6517","90,168,186","HADEJIA","6517","90,168,186","HADEJIA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6518","132,171,59","KUFAN_KANAWA","6518","132,171,59","KUFAN_KANAWA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6519","174,174,187","KANO","6519","174,174,187","KANO","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6520","6,177,60","KURA","6520","6,177,60","KURA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6521","48,180,188","BAUCHI","6521","48,180,188","BAUCHI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6522","90,183,61","GOMBE","6522","90,183,61","GOMBE","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6523","132,186,189","WUKARI","6523","132,186,189","WUKARI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6524","174,189,62","WASE","6524","174,189,62","WASE","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6525","6,192,190","MURI","6525","6,192,190","MURI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6526","48,195,63","AZARE","6526","48,195,63","AZARE","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6527","90,198,191","KATAGUM","6527","90,198,191","KATAGUM","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6528","132,201,64","KUDU","6528","132,201,64","KUDU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6529","174,204,192","RANO","6529","174,204,192","RANO","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6530","6,207,65","DURUM","6530","6,207,65","DURUM","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6531","48,210,193","JOS","6531","48,210,193","JOS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6532","90,0,66","GONGOLA","6532","90,0,66","GONGOLA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6533","132,3,194","KWARARAFA","6533","132,3,194","KWARARAFA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6534","174,6,67","FIKA","6534","174,6,67","FIKA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6535","6,9,195","GABAS","6535","6,9,195","GABAS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6536","48,12,68","DAURA","6536","48,12,68","DAURA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6537","90,15,196","KATSINA","6537","90,15,196","KATSINA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6538","132,18,69","MARANDI","6538","132,18,69","MARANDI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6539","174,21,197","GOBIR","6539","174,21,197","GOBIR","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6540","6,24,70","DUTSI","6540","6,24,70","DUTSI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6541","48,27,198","SOKOTO","6541","48,27,198","SOKOTO","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6542","90,30,71","ANKA","6542","90,30,71","ANKA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6543","132,33,199","GUSAU","6543","132,33,199","GUSAU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6544","174,36,72","ZAZZAU","6544","174,36,72","ZAZZAU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6545","6,39,200","TURUNKU","6545","6,39,200","TURUNKU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6546","48,42,73","NOK","6546","48,42,73","NOK","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6547","90,45,201","TARUGA","6547","90,45,201","TARUGA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6548","132,48,74","BIDA","6548","132,48,74","BIDA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6549","174,51,202","MINNA","6549","174,51,202","MINNA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6550","6,54,75","KADUNA","6550","6,54,75","KADUNA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6551","48,57,203","ZURU","6551","48,57,203","ZURU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6552","90,60,76","KONTOKORO","6552","90,60,76","KONTOKORO","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6553","132,63,204","YAURI","6553","132,63,204","YAURI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6554","174,66,77","GUMMI","6554","174,66,77","GUMMI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6555","6,69,205","KEBBI","6555","6,69,205","KEBBI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6556","48,72,78","SOKOTO-NORTH","6556","48,72,78","SOKOTO-NORTH","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6557","90,75,206","TAHOUA","6557","90,75,206","TAHOUA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6558","132,78,79","GOBIR-EAST","6558","132,78,79","GOBIR-EAST","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6559","174,81,207","ZINDER","6559","174,81,207","ZINDER","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6560","6,84,80","MARANDET","6560","6,84,80","MARANDET","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6561","48,87,208","AGADEZ","6561","48,87,208","AGADEZ","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6562","90,90,81","TAKKEDA","6562","90,90,81","TAKKEDA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6563","132,93,209","AIR","6563","132,93,209","AIR","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6564","174,96,82","TESSALIT","6564","174,96,82","TESSALIT","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6565","6,99,210","ADRAR_IFOGHAS","6565","6,99,210","ADRAR_IFOGHAS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6566","48,102,83","TADMEKKA","6566","48,102,83","TADMEKKA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6567","90,105,211","KIDAL","6567","90,105,211","KIDAL","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6568","132,108,84","DOSSO","6568","132,108,84","DOSSO","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6569","174,111,212","GAYA2","6569","174,111,212","GAYA2","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6570","6,114,85","ROZI","6570","6,114,85","ROZI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6571","48,117,213","TILLABERI","6571","48,117,213","TILLABERI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6572","90,120,86","KUKIYA","6572","90,120,86","KUKIYA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6573","132,123,214","TANDO_HUSUBIYA","6573","132,123,214","TANDO_HUSUBIYA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6574","174,126,87","KAMGALA","6574","174,126,87","KAMGALA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6575","6,129,215","ANSONGO","6575","6,129,215","ANSONGO","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6576","48,132,88","GADEI","6576","48,132,88","GADEI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6577","90,135,216","GAO","6577","90,135,216","GAO","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6578","132,138,89","SARNAH","6578","132,138,89","SARNAH","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6579","174,141,217","KOIMA","6579","174,141,217","KOIMA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6580","6,144,90","BOUREM","6580","6,144,90","BOUREM","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6581","48,147,218","TIRAKKA","6581","48,147,218","TIRAKKA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6582","90,150,91","GURMA-RHAROUS","6582","90,150,91","GURMA-RHAROUS","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6583","132,153,219","DAHAR_WALATA","6583","132,153,219","DAHAR_WALATA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6584","174,156,92","AGHARAF","6584","174,156,92","AGHARAF","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6585","6,159,220","TIRIS_DESERT","6585","6,159,220","TIRIS_DESERT","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6586","48,162,93","ERG_CHECH","6586","48,162,93","ERG_CHECH","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6587","90,165,221","ERG_IGUIDI","6587","90,165,221","ERG_IGUIDI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6588","132,168,94","HAMADAT_DRAA","6588","132,168,94","HAMADAT_DRAA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6589","174,171,222","TANZEROUFT","6589","174,171,222","TANZEROUFT","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6590","6,174,95","TIDIKELT","6590","6,174,95","TIDIKELT","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6591","48,177,223","HAMADAT_TINGHERT","6591","48,177,223","HAMADAT_TINGHERT","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6592","90,180,96","ERG_ATLASI","6592","90,180,96","ERG_ATLASI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6593","132,183,224","ERG_TOUATI","6593","132,183,224","ERG_TOUATI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6594","174,186,97","HAMADAT_HAMRA","6594","174,186,97","HAMADAT_HAMRA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6595","6,189,225","JEBEL_NAFUSA","6595","6,189,225","JEBEL_NAFUSA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6596","48,192,98","IDEHAN_MURZUQ","6596","48,192,98","IDEHAN_MURZUQ","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6597","90,195,226","SAHARAT_HAGGAR","6597","90,195,226","SAHARAT_HAGGAR","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6598","132,198,99","SAHARAT_AIR","6598","132,198,99","SAHARAT_AIR","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6599","174,201,227","TALAK","6599","174,201,227","TALAK","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6600","6,204,0","TENERE_GHARBI","6600","6,204,0","TENERE_GHARBI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6601","48,207,128","WADI_IRAWAN","6601","48,207,128","WADI_IRAWAN","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6602","90,210,1","ERG_GHATI","6602","90,210,1","ERG_GHATI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6603","132,0,129","TENERE_SHARQI","6603","132,0,129","TENERE_SHARQI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6605","6,6,130","BODELE-DESERT","6605","6,6,130","BODELE-DESERT","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6606","48,9,3","BAHR_EL-GHAZAL","6606","48,9,3","BAHR_EL-GHAZAL","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6607","90,12,131","JUFRA","6607","90,12,131","JUFRA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6608","132,15,4","KABARA","6608","132,15,4","KABARA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6609","174,18,132","TIMBUKTU","6609","174,18,132","TIMBUKTU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6610","6,21,5","ARAWAN","6610","6,21,5","ARAWAN","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6611","48,24,133","RAS_EL-MA","6611","48,24,133","RAS_EL-MA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6612","90,27,6","KILLI","6612","90,27,6","KILLI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6613","132,30,134","KOUGA","6613","132,30,134","KOUGA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6614","174,33,7","TONDIARU","6614","174,33,7","TONDIARU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6615","6,36,135","AKUMBU","6615","6,36,135","AKUMBU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6616","48,39,8","KOLIMA","6616","48,39,8","KOLIMA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6617","90,42,136","TOLADIE","6617","90,42,136","TOLADIE","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6618","132,45,9","BOULEL","6618","132,45,9","BOULEL","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6619","174,48,137","DIA","6619","174,48,137","DIA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6620","6,51,10","MARA","6620","6,51,10","MARA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6621","48,54,138","SHOMA","6621","48,54,138","SHOMA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6622","90,57,11","WEST_MEMA","6622","90,57,11","WEST_MEMA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6623","132,60,139","NIARA","6623","132,60,139","NIARA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6624","174,63,12","BOU_KHZAMA","6624","174,63,12","BOU_KHZAMA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6625","6,66,140","WALATA","6625","6,66,140","WALATA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6626","48,69,13","TIMBEDRA","6626","48,69,13","TIMBEDRA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6627","90,72,141","KUMBI","6627","90,72,141","KUMBI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6628","132,75,14","AL-GHABA","6628","132,75,14","AL-GHABA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6629","174,78,142","GUMBU","6629","174,78,142","GUMBU","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6630","6,81,15","BIRU2","6630","6,81,15","BIRU2","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6631","48,84,143","AWGHAM","6631","48,84,143","AWGHAM","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6632","90,87,16","KRI","6632","90,87,16","KRI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6633","132,90,144","BANAMBA","6633","132,90,144","BANAMBA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6634","174,93,17","NIAMINA","6634","174,93,17","NIAMINA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6635","6,96,145","KOULIKORO","6635","6,96,145","KOULIKORO","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6636","48,99,18","KOLOKANI","6636","48,99,18","KOLOKANI","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6637","90,102,146","SIBI2","6637","90,102,146","SIBI2","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6638","132,105,19","KIRINA","6638","132,105,19","KIRINA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
"single_source","modlu","modlu_kalan","6639","174,108,147","KANGABA","6639","174,108,147","KANGABA","","","","mod_only","unchanged","no_id_conflict_flag","","pending_keep_candidate",""
