source_province_id,source_province_name,source_root_title,source_kingdom,source_duchy,source_county,source_barony,target_province_id,target_province_name,target_root_title,target_kingdom,target_duchy,target_county,target_barony,classification,status,apply_to_history,promotion_hint,target_kind,source_history_exists,confidence,overlap_score,target_coverage,target_source_count_all,target_best_source_id,target_best_overlap_score,target_overlap_gap,notes,top_candidates
13747,,e_japan,k_yamato,d_nankaido,c_kii,b_muro,12596,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.549682,0.851149,0.077476,,,,,auto: best_target_shared_by_multiple_sources,1:12596:0.8511:0.0775 | 2:12593:0.1489:0.0109
10884,,h_china,k_viet,d_lam_tay,c_tam_dai,b_tam_duong,10859,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.549575,0.708772,0.145954,,,,,auto: best_target_shared_by_multiple_sources,1:10859:0.7088:0.1460 | 2:10861:0.1754:0.0333 | 3:10856:0.1018:0.0240 | 4:10860:0.0140:0.0080
13719,,e_japan,k_azuma,d_east_bando,c_hitachi,b_kashima,12590,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.549532,0.864769,0.026090,,,,,auto: best_target_shared_by_multiple_sources,1:12590:0.8648:0.0261 | 2:12765:0.1281:0.0004 | 3:12589:0.0071:0.0002
13029,,e_angkor,k_laos,d_kengtung,c_kengtung,b_kengtung,12869,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.549077,0.492093,0.466079,,,,,auto: best_target_shared_by_multiple_sources,1:12869:0.4921:0.4661 | 2:10895:0.3367:0.2039 | 3:11479:0.1684:0.0936 | 4:10898:0.0028:0.0018
12995,,e_ramanya,k_thaton,d_yebyu,c_rew,b_lamain,10997,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.549057,0.635266,0.309230,,,,,auto: best_target_shared_by_multiple_sources,1:10997:0.6353:0.3092 | 2:10995:0.2971:0.1386 | 3:11396:0.0543:0.0124 | 4:12768:0.0133:0.0017
11772,,h_china,k_qin_china,d_binning_china,c_huanzhou_china,b_baimachuan_china,12191,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.548997,0.626703,0.423573,,,,,auto: top_two_overlap_share,1:12191:0.6267:0.4236 | 2:12193:0.2234:0.3672 | 3:12195:0.1499:0.1524
13491,,<blank>,<blank>,<blank>,<blank>,<blank>,12705,,<blank>,<blank>,<blank>,<blank>,<blank>,manual_review,manual_review,no,blocked:no_target_title,sea,,0.548952,0.463149,0.924846,,,,,auto: low_confidence,1:12705:0.4631:0.9248 | 2:12703:0.1793:0.2716 | 3:12690:0.1398:0.1859 | 4:12704:0.1193:0.2853 | 5:12718:0.0515:0.0933
12918,,h_china,k_zhao_china,d_xiangwei_china,c_weizhou_ji_china,b_weizhoujixian_china,10356,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.548927,0.657431,0.234501,,,,,auto: best_target_shared_by_multiple_sources,1:10356:0.6574:0.2345 | 2:12229:0.3426:0.1010
11525,,e_ramanya,k_pegu,d_krapan,c_kusima,b_ngapudaw,9632,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.548892,0.586066,0.155098,,,,,auto: best_target_shared_by_multiple_sources,1:9632:0.5861:0.1551 | 2:9631:0.4016:0.2063 | 3:8686:0.0123:0.0003
12068,,h_china,k_min,d_jianning,c_jianzhou_min_china,b_tangxing_pucheng_china,13015,,<blank>,<blank>,<blank>,<blank>,<blank>,manual_review,manual_review,no,blocked:no_target_title,unbound,,0.548772,0.549669,0.717579,,,,,auto: low_confidence,1:13015:0.5497:0.7176 | 2:403:0.2494:0.5223 | 3:13098:0.1332:0.1730 | 4:413:0.0338:0.0582 | 5:8989:0.0331:0.0373
11362,,e_angkor,k_laos,d_muang_sua,c_nam_bak,b_pak_ou,12867,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.548764,0.457014,0.470862,,,,,auto: top_two_overlap_share,1:12867:0.4570:0.4709 | 2:10967:0.4367:0.1592 | 3:10893:0.1041:0.0260 | 4:11467:0.0023:0.0006
11265,,e_angkor,k_haripunjaya,d_chiang_mai,c_chiang_mai,b_tha_kan,11495,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.548330,0.696774,0.225705,,,,,auto: best_target_shared_by_multiple_sources,1:11495:0.6968:0.2257 | 2:11450:0.2129:0.0605 | 3:12860:0.0871:0.0242 | 4:11441:0.0032:0.0017
13930,,<blank>,<blank>,<blank>,<blank>,<blank>,12746,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.548246,0.755742,0.184242,,,,,auto: best_target_shared_by_multiple_sources,1:12746:0.7557:0.1842 | 2:10847:0.1808:0.4686 | 3:10454:0.0404:0.1724 | 4:10462:0.0149:0.0494 | 5:9049:0.0032:0.0073
11924,,h_china,k_qi_china,d_ziqing_china,c_zibo_china,b_zouping_china,10360,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.548186,0.610829,0.454088,,,,,auto: best_target_shared_by_multiple_sources,1:10360:0.6108:0.4541 | 2:12446:0.3215:0.2006 | 3:10417:0.0677:0.0562
13217,,e_kambuja,k_isana,d_chantabuli,c_say_fong,b_xanakharm,10944,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.548109,0.644944,0.270245,,,,,auto: best_target_shared_by_multiple_sources,1:10944:0.6449:0.2702 | 2:10945:0.3438:0.1193 | 3:10946:0.0067:0.0039 | 4:12503:0.0045:0.0009
10896,,h_china,k_dali,d_tonghai,c_tonghai,b_tonghai,10891,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.548108,0.549451,0.398406,,,,,auto: best_target_shared_by_multiple_sources,1:10891:0.5495:0.3984 | 2:11489:0.3777:0.1916 | 3:11474:0.0728:0.0340
13169,,h_china,k_champa,d_vijaya,c_kauthara,b_po_nagar,12903,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.548018,0.777409,0.044871,,,,,auto: best_target_shared_by_multiple_sources,1:12903:0.7774:0.0449 | 2:10925:0.2226:0.0773
14580,,e_mongolia,k_mongolia,d_EM_yujuelu,c_EM_urtolgod,b_FIC_Mong_Gantsaardal,11523,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,impassable,,0.547954,0.736937,0.207931,,,,,auto: best_target_shared_by_multiple_sources,1:11523:0.7369:0.2079 | 2:11589:0.1910:0.1926 | 3:11591:0.0408:0.0274 | 4:11585:0.0288:0.0196 | 5:11587:0.0024:0.0019
13203,,e_angkor,k_haripunjaya,d_sayaburi,c_hong_sa,b_khop,10962,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547952,0.671554,0.159028,,,,,auto: best_target_shared_by_multiple_sources,1:10962:0.6716:0.1590 | 2:11451:0.2053:0.0610 | 3:12501:0.1232:0.0240
14408,,e_great_liao,k_goguryeo,d_liaodong_china,c_pozhuo_china,b_Liao_Kuandianzi,11763,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547947,0.627698,0.217717,,,,,auto: best_target_shared_by_multiple_sources,1:11763:0.6277:0.2177 | 2:11786:0.3507:0.1857 | 3:11764:0.0216:0.0072
12522,,e_jurchen_china,k_balhae,d_okjeo_china,c_longyuan_china,b_longyuanfu_china,11748,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547873,0.596694,0.408602,,,,,auto: best_target_shared_by_multiple_sources,1:11748:0.5967:0.4086 | 2:11823:0.1488:0.0788 | 3:11822:0.1273:0.0917 | 4:11809:0.1273:0.0668
12928,,h_china,k_chu_china,d_guiguan_china,c_guancheng_china,b_guancheng_china,12315,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.547836,0.596929,0.615842,,,,,auto: top_two_overlap_share,1:12315:0.5969:0.6158 | 2:12311:0.2649:0.3067 | 3:13262:0.1209:0.2342 | 4:12312:0.0154:0.0110 | 5:8783:0.0019:0.0021
14404,,e_jurchen_china,k_luzhen,d_BAL_yeojintang,c_BAL_jeongni,b_EMan_Yongmingcheng,11829,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547831,0.657679,0.296983,,,,,auto: best_target_shared_by_multiple_sources,1:11829:0.6577:0.2970 | 2:11830:0.1864:0.0800 | 3:11833:0.1149:0.0426 | 4:11834:0.0410:0.0158
12223,,h_china,k_shu_china,d_luzhou_china,c_luzhou_dongchuan_china,b_dazuchangyuan_china,8754,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547750,0.590848,0.573107,,,,,auto: best_target_shared_by_multiple_sources,1:8754:0.5908:0.5731 | 2:8751:0.3405:0.2811 | 3:8753:0.0686:0.0785
12432,,h_china,k_han_china,d_ba_china,c_guozhou_ba_china,b_xiangru_china,8765,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547703,0.702128,0.525199,,,,,auto: best_target_shared_by_multiple_sources,1:8765:0.7021:0.5252 | 2:9547:0.1844:0.2751 | 3:8763:0.1028:0.1711 | 4:8760:0.0071:0.0044 | 5:8767:0.0035:0.0052
12097,,e_tunguse,k_amur,d_eman_sikhotebei,c_eman_heishuiyang,b_fic_eman_melersuki,1466,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547677,0.915379,0.001067,,,,,auto: best_target_shared_by_multiple_sources,1:1466:0.9154:0.0011 | 2:12432:0.0846:0.0400
14011,,e_panyupayana,k_bisaya,d_east_bisaya,c_ormok,b_ormok,12627,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.547677,0.872180,0.013819,,,,,auto: best_target_shared_by_multiple_sources,1:12627:0.8722:0.0138 | 2:11041:0.1278:0.0443
14425,,e_tunguse,k_shiwei,d_SW_lingxiguo,c_SW_heiheguo,b_FIC_Mong_Banouhe,1466,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547582,0.926913,0.002533,,,,,auto: best_target_shared_by_multiple_sources,1:1466:0.9269:0.0025 | 2:11607:0.0530:0.0685 | 3:11924:0.0201:0.0891
10819,,h_china,k_viet,d_nghe_an,c_thai_binh,b_vong_doan,10841,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547546,0.659864,0.120797,,,,,auto: best_target_shared_by_multiple_sources,1:10841:0.6599:0.1208 | 2:10842:0.3401:0.0784
13864,,e_japan,k_yamato,d_east_sanyodo,c_bitchu,b_kayo,12052,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.547470,0.462617,0.554622,,,,,auto: top_two_overlap_share,1:12052:0.4626:0.5546 | 2:12595:0.3435:0.0119 | 3:12053:0.1659:0.1398 | 4:12051:0.0280:0.0293
13877,,<blank>,<blank>,<blank>,<blank>,<blank>,11568,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547340,0.688805,0.293215,,,,,auto: best_target_shared_by_multiple_sources,1:11568:0.6888:0.2932 | 2:11584:0.1860:0.0797 | 3:11591:0.0484:0.0206 | 4:11523:0.0361:0.0064 | 5:11527:0.0161:0.0113
13004,,e_burma,k_shan,d_yawnghwe,c_loi_long,b_kalaw,9570,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547253,0.679724,0.219494,,,,,auto: best_target_shared_by_multiple_sources,1:9570:0.6797:0.2195 | 2:11493:0.2604:0.0672 | 3:10965:0.0369:0.0086 | 4:9594:0.0230:0.0104
14480,,e_tunguse,k_shiwei,d_SW_puyudao,c_SW_puyuzhou,b_FIC_Amur_Xipuyu,11646,,<blank>,<blank>,<blank>,<blank>,<blank>,manual_review,manual_review,no,blocked:no_target_title,unbound,,0.547251,0.444689,0.448301,,,,,auto: low_confidence,1:11646:0.4447:0.4483 | 2:11639:0.2857:0.2361 | 3:11644:0.2388:0.1770 | 4:11638:0.0308:0.0181
12740,,h_china,k_zhou_china,d_chenxu_china,c_xuuzhou_china,b_xuchang,9214,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547182,0.529412,0.458145,,,,,auto: best_target_shared_by_multiple_sources,1:9214:0.5294:0.4581 | 2:9059:0.3935:0.2659 | 3:9205:0.0706:0.0641 | 4:10441:0.0065:0.0052
10763,,<blank>,<blank>,<blank>,<blank>,<blank>,10453,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.547148,0.653203,0.508677,,,,,auto: top_two_overlap_share,1:10453:0.6532:0.5087 | 2:13215:0.2632:0.0658 | 3:12092:0.0836:0.0593
12393,,h_china,k_wu_china,d_anqing,c_shuzhou_huai_china,b_shuzhou_huaining_china,8976,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.547129,0.703297,0.259109,,,,,auto: best_target_shared_by_multiple_sources,1:8976:0.7033:0.2591 | 2:8974:0.2967:0.1334
13740,,e_japan,k_yamato,d_east_sanindo,c_tanba,b_ikaruga,12592,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.547059,0.865546,0.014055,,,,,auto: best_target_shared_by_multiple_sources,1:12592:0.8655:0.0141 | 2:12045:0.1345:0.0757
11778,,h_china,k_qin_china,d_fufang_china,c_fuzhou_qin_china,b_fulu_china,12209,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.546981,0.632979,0.301266,,,,,auto: top_two_overlap_share,1:12209:0.6330:0.3013 | 2:12208:0.3644:0.2276 | 3:10138:0.0027:0.0011
11871,,h_china,k_qin_china,d_jingyuan_china,c_yuanzou_xia_china,b_pinggao,12186,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.546952,0.692022,0.415367,,,,,auto: top_two_overlap_share,1:12186:0.6920:0.4154 | 2:12185:0.3006:0.2045 | 3:12187:0.0074:0.0060
12137,,h_china,k_xia_china,d_ordos_china,c_linzhou_shaan_china,b_fugu_china,12135,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.546911,0.778409,0.241623,,,,,auto: best_target_shared_by_multiple_sources,1:12135:0.7784:0.2416 | 2:13139:0.0938:0.0661 | 3:13047:0.0455:0.0207 | 4:12175:0.0426:0.0285 | 5:13045:0.0398:0.0111
11967,,h_china,k_chu_china,d_hunan_china,c_shaozhou_hunan_china,b_wugang_chengbu_china,13083,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.546762,0.590150,0.513808,,,,,auto: top_two_overlap_share,1:13083:0.5902:0.5138 | 2:12990:0.2154:0.5824 | 3:8954:0.0751:0.1471 | 4:13236:0.0551:0.0630 | 5:12069:0.0351:0.0765
10681,,h_china,k_dali,d_tonghai,c_tonghai,b_yuanjiang,10905,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.546725,0.701887,0.197872,,,,,auto: best_target_shared_by_multiple_sources,1:10905:0.7019:0.1979 | 2:10890:0.2943:0.0480 | 3:11489:0.0038:0.0007
13785,,e_japan,k_yamato,d_east_sanyodo,c_bizen,b_jodo,12595,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.546688,0.838174,0.016395,,,,,auto: best_target_shared_by_multiple_sources,1:12595:0.8382:0.0164 | 2:12053:0.1618:0.0768
14423,,e_tunguse,k_shiwei,d_SW_dashiweiguo,c_SW_heiergun,b_FIC_Mong_Huraalin,11606,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.546479,0.543432,0.340027,,,,,auto: top_two_overlap_share,1:11606:0.5434:0.3400 | 2:11604:0.3308:0.2905 | 3:1466:0.1031:0.0002 | 4:11605:0.0210:0.0153 | 5:11924:0.0017:0.0051
13160,,e_kambuja,k_loeu,d_dagar,c_jarai,b_ia_krai,11459,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.546429,0.610544,0.275942,,,,,auto: best_target_shared_by_multiple_sources,1:11459:0.6105:0.2759 | 2:12521:0.3724:0.0448 | 3:10931:0.0170:0.0040
13134,,h_china,k_viet,d_nghe_an,c_truong_an,b_phu_ly,10858,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.546220,0.777778,0.091048,,,,,auto: best_target_shared_by_multiple_sources,1:10858:0.7778:0.0910 | 2:10842:0.1373:0.0329 | 3:10841:0.0850:0.0162
12430,,h_china,k_shu_china,d_xichuan_china,c_chengdu,b_xindu_china,12284,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.546151,0.651316,0.234597,,,,,auto: best_target_shared_by_multiple_sources,1:12284:0.6513:0.2346 | 2:12283:0.2368:0.0916 | 3:8743:0.1118:0.0382
11460,,e_kambuja,k_chenla,d_aninditapura,c_aninditapura,b_srei_snam,10816,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.546144,0.852564,0.135025,,,,,auto: best_target_shared_by_multiple_sources,1:10816:0.8526:0.1350 | 2:11438:0.1474:0.0156
11659,,e_malayadvipa,k_kedah,d_kedah,c_beruas,b_kerian,11419,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.546140,0.662162,0.199052,,,,,auto: best_target_shared_by_multiple_sources,1:11419:0.6622:0.1991 | 2:11418:0.3243:0.1557 | 3:11420:0.0135:0.0069
11899,,h_china,k_chu_china,d_guiguan_china,c_rongshui_china,b_longsheng_sanjiang_china,10392,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.546085,0.619296,0.468904,,,,,auto: top_two_overlap_share,1:10392:0.6193:0.4689 | 2:12307:0.2699:0.2170 | 3:12310:0.0821:0.1335 | 4:12306:0.0261:0.0284 | 5:13260:0.0026:0.0024
14609,,e_great_liao,k_khitan_china,d_xarmoron_china,c_LIAO_linhuang,b_Liao_Zuzhou,11706,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.545907,0.625828,0.308655,,,,,auto: best_target_shared_by_multiple_sources,1:11706:0.6258:0.3087 | 2:11712:0.3256:0.1234 | 3:12573:0.0298:0.0112 | 4:11713:0.0188:0.0084
11544,,e_ramanya,k_arakan,d_arakan,c_launggyet,b_myebon,9587,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.545799,0.738739,0.179431,,,,,auto: best_target_shared_by_multiple_sources,1:9587:0.7387:0.1794 | 2:9577:0.2613:0.1084
10963,,e_burma,k_pagan,d_pagan,c_pagan,b_sale,9550,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.545520,0.535897,0.424797,,,,,auto: best_target_shared_by_multiple_sources,1:9550:0.5359:0.4248 | 2:9551:0.3564:0.2769 | 3:9574:0.0795:0.0240 | 4:9573:0.0282:0.0150
12531,,h_china,k_wu_china,d_huaixi_china,c_guangzhou_huainan_china,b_guangzhou_dingcheng_china,8983,,<blank>,<blank>,<blank>,<blank>,<blank>,manual_review,manual_review,no,blocked:no_target_title,unbound,,0.545504,0.391421,0.926984,,,,,auto: low_confidence,1:8983:0.3914:0.9270 | 2:9252:0.2949:0.2332 | 3:8984:0.1622:0.4321 | 4:8985:0.0784:0.1443 | 5:13194:0.0288:0.4019
12055,,h_china,k_qianzhong_china,d_bozhou_qian_china,c_pingyi_china,b_yiquan_meitan_china,12083,,<blank>,<blank>,<blank>,<blank>,<blank>,manual_review,manual_review,no,blocked:no_target_title,unbound,,0.545316,0.441692,0.665630,,,,,auto: low_confidence,1:12083:0.4417:0.6656 | 2:12076:0.2838:0.4630 | 3:12376:0.1837:0.1495 | 4:12375:0.0413:0.0362 | 5:12084:0.0402:0.0483
12258,,h_china,k_jin_china,d_yunzhong_china,c_jingbianjun_china,b_wuzhou_jin_china,12387,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.545278,0.779661,0.133566,,,,,auto: best_target_shared_by_multiple_sources,1:12387:0.7797:0.1336 | 2:13044:0.1390:0.0368 | 3:12391:0.0814:0.0163
9533,,h_china,k_xia,d_zhenfan,c_tenggeli,b_chaganbulage,9533,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.545191,0.502966,0.518972,,,,,auto: best_target_shared_by_multiple_sources,1:9533:0.5030:0.5190 | 2:9535:0.4808:0.8427 | 3:8543:0.0142:0.0042 | 4:9534:0.0020:0.0046
13057,,e_burma,k_shan,d_mang_shuea,c_zhen_xi,b_zhen_xi,10991,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.545180,0.656613,0.399718,,,,,auto: top_two_overlap_share,1:10991:0.6566:0.3997 | 2:11481:0.2784:0.1521 | 3:12877:0.0650:0.0234
14530,,e_mongolia,k_gobi,d_em_wuguguo,c_em_hepung,b_fic_mong_kurnuur,11566,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.545045,0.596616,0.317988,,,,,auto: best_target_shared_by_multiple_sources,1:11566:0.5966:0.3180 | 2:11564:0.2867:0.1522 | 3:11563:0.1131:0.0709 | 4:11565:0.0036:0.0021
12135,,h_china,k_qianzhong_china,d_bozhou_qian_china,c_ligao_china,b_yelang_china,12080,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.544944,0.669196,0.340015,,,,,auto: best_target_shared_by_multiple_sources,1:12080:0.6692:0.3400 | 2:12081:0.1487:0.1234 | 3:12073:0.0986:0.0814 | 4:13155:0.0819:0.0424 | 5:12075:0.0015:0.0012
11785,,h_china,k_chu_china,d_guiguan_china,c_guilin_china,b_yongfu_dingli_china,10393,,<blank>,<blank>,<blank>,<blank>,<blank>,manual_review,manual_review,no,blocked:no_target_title,unbound,,0.544875,0.436932,0.749135,,,,,auto: low_confidence,1:10393:0.4369:0.7491 | 2:12309:0.2331:0.4734 | 3:12313:0.1433:0.2205 | 4:10389:0.0777:0.0964 | 5:12311:0.0565:0.1244
11499,,<blank>,<blank>,<blank>,<blank>,<blank>,12686,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.544827,0.774223,0.127868,,,,,auto: best_target_shared_by_multiple_sources,1:12686:0.7742:0.1279 | 2:11167:0.2258:0.1852
14570,,e_mongolia,k_mongolia,d_khiyat_china,c_EM_doodonon,b_FIC_Mong_Doodonon,11556,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.544719,0.458581,0.609949,,,,,auto: top_two_overlap_share,1:11556:0.4586:0.6099 | 2:11588:0.4523:0.4680 | 3:11590:0.0416:0.0490 | 4:11553:0.0241:0.0256 | 5:11557:0.0168:0.0223
12542,,h_china,k_nanyue_china,d_rongguan_china,c_leizhou_china,b_leizhou_haikang_china,12746,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.544575,0.805952,0.053395,,,,,auto: best_target_shared_by_multiple_sources,1:12746:0.8060:0.0534 | 2:12298:0.1940:0.2633
10543,,e_kalimantan,k_banjar,d_BOR_nan_sarunai,c_tanah_bumbu,b_sawuku,11138,,<blank>,<blank>,<blank>,<blank>,<blank>,split,manual_review,no,blocked:no_target_title,unbound,,0.544537,0.771493,0.204069,,,,,auto: top_two_overlap_share,1:11138:0.7715:0.2041 | 2:11141:0.1900:0.0531 | 3:12707:0.0385:0.0014
14660,,e_great_liao,k_khitan_china,d_tohchen_china,c_lxj_yuyidong,b_cirlzj_yudaokou,12408,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.544520,0.505149,0.689844,,,,,auto: best_target_shared_by_multiple_sources,1:12408:0.5051:0.6898 | 2:12409:0.3759:0.4445 | 3:12430:0.0498:0.0406 | 4:13162:0.0360:0.0318 | 5:12407:0.0189:0.0209
13262,,e_angkor,k_lavapura,d_pribpri,c_pribpri,b_pribpri,11436,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.544376,0.583333,0.221951,,,,,auto: best_target_shared_by_multiple_sources,1:11436:0.5833:0.2220 | 2:11437:0.4071:0.0991 | 3:11396:0.0096:0.0008
13570,,<blank>,<blank>,<blank>,<blank>,<blank>,11674,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.544366,0.716590,0.076866,,,,,auto: best_target_shared_by_multiple_sources,1:11674:0.7166:0.0769 | 2:11675:0.2373:0.0434 | 3:11672:0.0461:0.0061
10580,,<blank>,<blank>,<blank>,<blank>,<blank>,12684,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.544323,0.634753,0.410204,,,,,auto: best_target_shared_by_multiple_sources,1:12684:0.6348:0.4102 | 2:11217:0.1683:0.9459 | 3:12683:0.0762:0.0518 | 4:12687:0.0708:0.0338 | 5:11218:0.0340:0.2699
11161,,e_maluku,k_sulawesi,d_kaili,c_palu,b_palu,12706,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,sea,,0.544298,0.844086,0.039650,,,,,auto: best_target_shared_by_multiple_sources,1:12706:0.8441:0.0396 | 2:11150:0.1093:0.0280 | 3:12674:0.0466:0.0014
12241,,h_china,k_qianzhong_china,d_qianzhong_china,c_fuzhou_ba_china,b_wulong_china,12080,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.544279,0.727592,0.319198,,,,,auto: best_target_shared_by_multiple_sources,1:12080:0.7276:0.3192 | 2:12078:0.1880:0.1921 | 3:13155:0.0756:0.0338 | 4:12955:0.0088:0.0056
12581,,h_china,k_jingnan,d_jingxiang_china,c_xiangfan_china,b_fancheng_china,12113,,<blank>,<blank>,<blank>,<blank>,<blank>,merge,manual_review,no,blocked:no_target_title,unbound,,0.544260,0.607670,0.495192,,,,,auto: best_target_shared_by_multiple_sources,1:12113:0.6077:0.4952 | 2:12110:0.2802:0.0851 | 3:13030:0.0501:0.0492 | 4:12106:0.0324:0.0282 | 5:13027:0.0295:0.0282
