source_province_id,source_name,source_rgb,classification,status,apply_to_history,target_province_id,target_name,confidence
12714,Ziwugudao1,"48,76,182",manual_review,manual_review,no,12123,b_something_qianyuan,0.461513
12715,Tonggu,"32,97,141",manual_review,manual_review,no,12339,CirQF_Dongheqiao,0.415327
12718,Susuhai,"47,96,238",manual_review,manual_review,no,11810,FIC_Liao_Moedu,0.391678
12720,Xinxing_Fulin,"40,71,184",manual_review,manual_review,no,12302,b_yuzhou_eshi,0.390938
12722,Taiqinggong,"170,182,165",merge,manual_review,no,9218,b_xuzhou_fugou,0.568858
12723,Manglai_Hulusutaichahan,"175,66,117",merge,manual_review,no,11521,IMPASSABLE eastern Gobi,0.608607
12724,Chenzhou_Wanqiu,"137,205,174",merge,manual_review,no,9218,b_xuzhou_fugou,0.504943
12725,Lianshui,"243,6,199",split,manual_review,no,1482,b_xuzhou_pengcheng,0.622454
12726,nanliuqiu,"67,206,191",merge,manual_review,no,8805,b_zhangzhou_zhangpu,0.564527
12727,Shangzhou_Shangluo,"68,172,126",merge,manual_review,no,12121,b_something_shangluo,0.395134
12728,Chiyang_Lushan,"208,71,241",merge,manual_review,no,9188,b_ruzhou_liang,0.648205
12729,Jinlongzhou_Guangyuanzhou,"96,166,112",merge,manual_review,no,10850,Nung,0.497993
12730,Sitong_Zuozhou,"5,86,80",merge,manual_review,no,10565,Lingnan_Siming_Silingzhou,0.409167
12731,Yulinzhou,"132,56,185",split,manual_review,no,12371,b_zizhou_zizhou,0.533720
12732,FIC_EMan_Nanxingkai,"180,165,178",split,manual_review,no,11819,FIC_Liao_Longfengshan,0.600179
12733,Chengzhoushanglu,"254,82,226",merge,manual_review,no,12333,b_chengzhou_changdao,0.424854
12734,Yongcheng_Mapu,"124,68,138",merge,manual_review,no,9401,b_singzhou_xiangyi,0.657918
12736,Liangdang,"248,197,201",merge,manual_review,no,12334,b_fengzhou_liangquan,0.473014
12737,Dongguan,"93,113,207",merge,manual_review,no,8922,b_xinzhou_yongshun,0.309050
12739,Fengzhouliangquan,"233,48,48",merge,manual_review,no,13189,,0.618793
12740,Xuchang,"90,73,167",merge,manual_review,no,9214,b_xuzhou_yangzhai,0.547182
12741,Xiapi,"40,133,55",manual_review,manual_review,no,9365,b_songzhou_chuqiu,0.514279
12742,WangjiRiver,"50,64,4",manual_review,manual_review,no,,,0.000000
12743,Ziwuguan,"215,146,151",merge,manual_review,no,10430,b_jingzhao_chang_an,0.520718
12745,Jiaxian,"80,40,202",merge,manual_review,no,9188,b_ruzhou_liang,0.680075
12747,Mountains,"239,249,202",manual_review,manual_review,no,13101,b_fuzhou_yihuang,0.450508
12748,Youchuan,"171,91,157",manual_review,manual_review,no,12364,CirQF_Pingluo,0.507936
12749,Dalugucheng,"41,108,178",merge,manual_review,no,11654,Amur_Taizhou,0.626971
12750,Yanling,"153,223,78",merge,manual_review,no,9214,b_xuzhou_yangzhai,0.596502
12751,Zhongnanshan,"35,171,121",split,manual_review,no,13184,,0.535255
12752,Baoxiedao,"253,20,122",merge,manual_review,no,10134,b_fengxiang_mei,0.515977
12753,Taikang,"96,163,230",merge,manual_review,no,10472,b_kaifeng_kaifeng,0.578279
12754,Lushi,"247,67,116",split,manual_review,no,12325,b_guozhou_lushi,0.551933
12755,Luhun,"31,19,85",merge,manual_review,no,9063,b_he_nan_yiyang,0.651126
12756,Luonan,"164,1,249",merge,manual_review,no,12121,b_something_shangluo,0.466021
12757,Shuyang,"172,149,210",split,manual_review,no,13120,b_xuzhou_pengcheng_northwest,0.551037
12758,Ulabayan,"138,179,117",merge,manual_review,no,11521,IMPASSABLE eastern Gobi,0.617579
12759,Mountains,"131,199,182",merge,manual_review,no,13248,,0.433927
12760,Chuxian,"131,28,226",merge,manual_review,no,12218,b_jingzhao_hu,0.454996
12761,ChangAn,"159,83,143",merge,manual_review,no,10430,b_jingzhao_chang_an,0.533967
12762,Lantian,"50,49,24",split,manual_review,no,12219,b_jingzhao_lantian,0.752585
12763,EMan_Yizhou,"34,168,149",merge,manual_review,no,11697,FIC_Amur_Henghetieli,0.452156
12764,Dalaiblak,"212,254,103",merge,manual_review,no,11521,IMPASSABLE eastern Gobi,0.609321
12765,Zhouzhi,"237,137,241",merge,manual_review,no,12218,b_jingzhao_hu,0.520875
12766,Wannian,"179,51,166",merge,manual_review,no,10430,b_jingzhao_chang_an,0.554167
12767,Mountains,"95,245,111",manual_review,manual_review,no,12279,b_lizhou_hanyuan,0.424723
12768,Ruzhou,"215,58,86",merge,manual_review,no,9063,b_he_nan_yiyang,0.568646
12769,Xiangyi_Zhecheng,"123,250,227",split,manual_review,no,10475,b_kaifeng_yongqiu,0.543973
12771,Xuzhou_Pengcheng,"161,243,249",manual_review,manual_review,no,9367,b_songzhou_yucheng,0.505289
12772,Haifeng,"119,109,112",manual_review,manual_review,no,12983,b_guangzhou_jianshui,0.491508
12773,IMPASSABLE,"40,199,114",merge,manual_review,no,11683,FIC_Amur_Lupingyuan,0.472173
12774,Yangdi_Yuxian,"4,206,176",merge,manual_review,no,9059,b_he_nan_gaocheng,0.731828
12775,Hengzhou_Ningpu,"189,203,103",merge,manual_review,no,12369,b_zhixinzhou_xincheng,0.591749
12776,Songzhou_Songcheng,"177,96,106",merge,manual_review,no,10476,b_kaifeng_chenliu,0.543125
12777,Yingzhou_Bohai,"17,249,181",merge,manual_review,no,11702,FIC_Amur_Gonghejiang,0.335002
12778,Kongtongshan,"163,109,210",merge,manual_review,no,12362,CirQF_Luchanzhai,0.707603
12779,Gaomenguan_Changshui,"85,246,123",merge,manual_review,no,9072,b_he_nan_yongning,0.469786
12780,Tengzhou_Tanjin,"192,118,1",merge,manual_review,no,8917,b_panzhou_panshui,0.454383
12781,Huizhou_Guishan,"232,28,185",manual_review,manual_review,no,12980,b_guangzhou_sihui,0.434356
12782,Meixian,"28,94,155",merge,manual_review,no,12221,b_jingzhao_haozhi,0.567123
12783,Mountains,"138,248,101",manual_review,manual_review,no,13201,,0.665983
12784,Guangzhou_Nanhai,"22,199,126",manual_review,manual_review,no,12346,b_fuzhou_majiang,0.404837
12785,Anchuhu_Wanyan,"172,26,69",manual_review,manual_review,no,11653,FIC_Amur_Nalidu,0.534618
12786,Duanzhou_Gaoyao,"180,206,35",manual_review,manual_review,no,12305,b_yizhou_cenxi,0.518988
12787,Changdao,"160,59,75",merge,manual_review,no,12333,b_chengzhou_changdao,0.613845
12788,Dasanguan,"88,232,233",merge,manual_review,no,12334,b_fengzhou_liangquan,0.608638
12789,Zhuyang,"150,36,106",merge,manual_review,no,12324,b_guozhou_hongnong,0.458937
12790,Minzhouyile,"221,27,73",merge,manual_review,no,12362,CirQF_Luchanzhai,0.498324
12791,Dangshan,"234,7,181",split,manual_review,no,8887,b_caozhou_kaocheng,0.535774
12792,Wugong,"155,172,236",merge,manual_review,no,12221,b_jingzhao_haozhi,0.654219
12793,Xianyang,"157,112,208",merge,manual_review,no,12221,b_jingzhao_haozhi,0.635967
12795,Yique,"181,119,37",merge,manual_review,no,9063,b_he_nan_yiyang,0.364203
12796,Weishi,"168,120,101",merge,manual_review,no,10471,b_zhengzhou_guancheng,0.453128
12797,Chencang,"25,190,220",merge,manual_review,no,12206,b_fengxiang_tianxing,0.805016
12798,Xinzheng,"177,34,103",merge,manual_review,no,9059,b_he_nan_gaocheng,0.440249
12799,Mountains,"38,72,124",manual_review,manual_review,no,13202,,0.348054
12800,Weinan,"84,211,70",split,manual_review,no,12220,b_jingzhao_yueyang,0.656064
12801,Huazhou,"214,219,118",manual_review,manual_review,no,13038,b_tongzhou_heyang_northeast,0.617229
12802,MaijishanCave,"123,104,118",split,manual_review,no,12335,b_fengzhou_hechi,0.551791
12803,Songshan_Dengfeng,"249,196,157",merge,manual_review,no,8971,b_he_nan_goushi,0.593033
12804,Shouan_Fuchang,"245,109,224",merge,manual_review,no,9072,b_he_nan_yongning,0.675996
12805,Haizhou_Qushan,"13,111,245",merge,manual_review,no,13004,b_yizhou_fei_southwest,0.393073
12806,Qishan,"60,35,231",merge,manual_review,no,12221,b_jingzhao_haozhi,0.411660
12807,Chenliu,"155,175,50",merge,manual_review,no,10471,b_zhengzhou_guancheng,0.618099
12808,Xunzhou_Guiping,"16,6,239",merge,manual_review,no,9057,Lingnan_Nanning_Fu_Yongchun,0.459656
12810,Shanggui,"57,162,135",merge,manual_review,no,12356,CirQF_Langxinguan,0.636553
12811,Qinlingxian,"169,191,159",merge,manual_review,no,12356,CirQF_Langxinguan,0.524653
12812,Hongnong_Guozhou,"93,120,10",merge,manual_review,no,12324,b_guozhou_hongnong,0.629817
12813,Chencangxiadao,"99,41,12",merge,manual_review,no,12205,b_longzhou_wushan,0.651776
12814,Qianyang,"105,210,150",merge,manual_review,no,12206,b_fengxiang_tianxing,0.452602
12815,Chaoyang_Swatow,"127,153,165",manual_review,manual_review,no,13257,,0.499838
12816,Huashan,"70,121,38",merge,manual_review,no,10418,b_huazhou_huayin,0.469132
12817,Yongqiu,"205,233,39",merge,manual_review,no,10470,b_zhengzhou_yangwu,0.615067
12818,Zhangxian_Weizhou,"166,163,11",split,manual_review,no,13186,,0.534602
12819,Fengxiang,"224,15,37",merge,manual_review,no,12207,b_fengxiang_purun,0.498814
12820,LongmenCave,"26,64,116",merge,manual_review,no,8801,b_luoyang,0.637260
12821,Houzhou_Lunzhou,"72,68,229",merge,manual_review,no,10549,Lingnan_Taiping_Xialeizhen,0.452794
12822,Wuzhou_Cangwu,"105,133,129",merge,manual_review,no,13133,b_xunzhou_leixiang_northwest,0.656419
12823,Zhongmu,"71,214,186",merge,manual_review,no,13033,b_huazhou_baima_southeast,0.736392
12824,Wuming_Wandezhou,"172,61,93",manual_review,manual_review,no,13090,b_wenzhou_wenzhou_south,0.391004
12825,Liquan,"228,42,102",merge,manual_review,no,12221,b_jingzhao_haozhi,0.518600
12826,Jingyang,"68,239,78",split,manual_review,no,12217,b_yanzhou_yunyang,0.524596
12827,Mountain,"157,68,63",merge,manual_review,no,12540,Chiang Coeng,0.651085
12828,Feixian_Fengxian,"56,99,78",manual_review,manual_review,no,8888,b_caozhou_jiyin,0.461910
12829,Tongguan,"54,98,79",merge,manual_review,no,10418,b_huazhou_huayin,0.581313
12830,Yanshi_Heyang,"17,220,37",merge,manual_review,no,8971,b_he_nan_goushi,0.428767
12831,Binzhou_Lingfang,"101,167,90",merge,manual_review,no,12369,b_zhixinzhou_xincheng,0.400200
12832,Mountains,"71,15,129",manual_review,manual_review,no,8791,b_bazhou_huacheng,0.487646
12833,Huayin,"37,69,106",merge,manual_review,no,10419,b_yaozhou_fengxian,0.519696
12834,Luoyang,"240,3,67",merge,manual_review,no,8801,b_luoyang,0.720090
12835,Yizhou_Linyi,"1,45,242",manual_review,manual_review,no,8881,b_yunzhou_xiaqiu,0.558519
12836,Xiagui,"168,31,170",merge,manual_review,no,10419,b_yaozhou_fengxian,0.367428
12837,Zhengzhou_Guancheng,"110,120,98",merge,manual_review,no,13033,b_huazhou_baima_southeast,0.437270
12838,Qujiang_Balimaili,"150,242,150",merge,manual_review,no,11659,FIC_Amur_Xuduohubo,0.399971
12839,Shanxian_Shanzhou,"235,235,3",merge,manual_review,no,9073,b_he_nan_mianchi,0.540944
12840,Caozhou_Jiyin,"149,95,155",manual_review,manual_review,no,13031,b_huazhou_baima_northeast,0.426601
12841,Fuqiang,"163,49,212",split,manual_review,no,12358,CirQF_Dengcheng,0.647114
12842,Linyou,"17,68,7",merge,manual_review,no,12207,b_fengxiang_purun,0.472599
12843,Sishuiguan,"248,89,234",merge,manual_review,no,8971,b_he_nan_goushi,0.313644
12844,Chuqiu,"142,46,241",manual_review,manual_review,no,10474,b_kaifeng_fengqiu,0.542543
12845,Zengcheng,"117,99,136",manual_review,manual_review,no,12981,b_guangzhou_huameng_south,0.430002
12846,Weizhouxiangwu,"142,108,37",merge,manual_review,no,12359,CirQF_Tianshui,0.509449
12847,Xingyang,"159,11,214",merge,manual_review,no,8971,b_he_nan_goushi,0.436686
12848,Yuzhou_Donghai,"54,28,239",merge,manual_review,no,13004,b_yizhou_fei_southwest,0.451655
12849,Mountains,"8,178,92",manual_review,manual_review,no,8773,b_bizhou_dongba,0.471787
12851,TongzhouPingyi,"158,65,79",merge,manual_review,no,10419,b_yaozhou_fengxian,0.479252
12852,Fenglingguan,"204,64,73",merge,manual_review,no,10418,b_huazhou_huayin,0.440320
12854,Mianchi,"109,195,69",merge,manual_review,no,12326,b_xiazhou_xia,0.601734
12855,Heyuan,"59,248,35",manual_review,manual_review,no,12982,b_guangzhou_huaiji,0.617372
12856,Longzhouqianyuan,"47,48,253",merge,manual_review,no,12203,b_longzhou_qianyuan,0.750215
12857,Ruicheng,"22,74,186",manual_review,manual_review,no,11940,river_yellow,0.492869
12858,Pujinguan,"97,195,10",merge,manual_review,no,12223,b_tongzhou_heyang,0.682842
12859,Yaogu,"97,26,93",merge,manual_review,no,12326,b_xiazhou_xia,0.747891
12860,Fengzhou_Fengchuan,"112,82,83",split,manual_review,no,10388,b_gongzhou_sujian,0.604374
12862,Qingshui,"35,141,187",merge,manual_review,no,12356,CirQF_Langxinguan,0.483549
12863,Yongshou,"67,216,98",split,manual_review,no,12198,b_binzhou_xinping,0.637355
12864,EMan_Huligai,"195,6,196",merge,manual_review,no,11664,FIC_Amur_Dasenlin,0.733732
12865,Xingning,"218,20,32",manual_review,manual_review,no,8902,b_guangzhou_zhenyang,0.509511
12866,Huaiji_Sihui,"240,124,94",manual_review,manual_review,no,12343,b_wuzhou_mengling,0.362533
12867,FIC_EMan_Baihuaicun,"128,101,71",merge,manual_review,no,11526,IMPASSABLE Amur-Songhua pincer field,0.684203
12868,Mountain,"58,38,86",merge,manual_review,no,11302,SUM_Minanga_Tamwan,0.604251
12869,Kaifeng_Bianzhou,"65,134,196",merge,manual_review,no,10470,b_zhengzhou_yangwu,0.425867
12870,Chengji,"15,87,141",merge,manual_review,no,12357,CirQF_Yefangbao,0.626208
12871,Fuping,"249,100,55",manual_review,manual_review,no,12216,b_yanzhou_huayan,0.489171
12873,Puzhou,"37,85,33",merge,manual_review,no,10403,b_hezhongfu_hexi,0.394259
12874,Tengxian,"254,175,210",split,manual_review,no,8882,b_puzhou_juye,0.525562
12875,Temo_Xichou_Funing,"62,234,39",merge,manual_review,no,10852,Binh_Nguyen,0.438915
12876,Mengjin_Boyacang,"200,22,55",merge,manual_review,no,8801,b_luoyang,0.437793
12877,Xiangzhou_Laibin,"228,82,26",merge,manual_review,no,12367,b_zhixinzhou_leyan,0.423042
12879,Tianzhou_Baise,"188,31,137",merge,manual_review,no,10549,Lingnan_Taiping_Xialeizhen,0.409497
12880,Qingyuan,"215,70,43",manual_review,manual_review,no,12342,b_wuzhou_cangwu,0.518238
12881,Chaozhou_Haiyang,"231,222,215",manual_review,manual_review,no,8904,b_shaozhou_wengyuan,0.524568
12882,Chungu,"222,144,172",merge,manual_review,no,12207,b_fengxiang_purun,0.524744
12883,Yangwu,"51,174,38",merge,manual_review,no,12229,b_huaizhou_henei,0.542074
12884,Xiexian,"211,80,99",merge,manual_review,no,10403,b_hezhongfu_hexi,0.529995
12885,Heyang,"219,160,8",merge,manual_review,no,10405,b_something_wangwu,0.470925
12886,Longcheng_longyou,"41,138,14",merge,manual_review,no,12357,CirQF_Yefangbao,0.606723
12887,Binzhouxinping,"131,240,140",manual_review,manual_review,no,12199,b_binzhou_sanshui,0.538444
12889,Zhangzhou_Zhangpu,"237,95,99",manual_review,manual_review,no,8898,b_xunzhou_heyuan,0.360468
12890,Temo_Guangnan,"7,235,22",merge,manual_review,no,10907,Zuining_Ayue,0.469063
12891,Weiyuan,"162,211,224",merge,manual_review,no,12359,CirQF_Tianshui,0.376617
12892,Jinxiang_Fangyu,"1,220,59",merge,manual_review,no,8886,b_puzhou_puyang,0.477500
12893,Anyi,"33,216,63",merge,manual_review,no,10404,b_hezhongfu_yishi,0.576318
12894,Henei_Huaizhou,"36,185,71",merge,manual_review,no,10405,b_something_wangwu,0.633552
12895,Baishui,"155,175,220",merge,manual_review,no,10139,b_fanzhou_fucheng,0.367756
12896,TongzhouHeyang,"171,134,82",merge,manual_review,no,12223,b_tongzhou_heyang,0.671410
12897,Wuzhi,"10,234,84",merge,manual_review,no,12229,b_huaizhou_henei,0.667531
12898,Wangwu,"244,30,39",merge,manual_review,no,8801,b_luoyang,0.390975
12899,Liangyuan,"60,167,163",merge,manual_review,no,12202,b_jingzhou_lintai,0.593273
12900,Xiaxian,"4,198,207",merge,manual_review,no,10404,b_hezhongfu_yishi,0.467802
12901,kenuo,"19,215,12",merge,manual_review,no,12366,CirQF_Longxi,0.462303
12902,Huating,"17,121,177",split,manual_review,no,12204,b_longzhou_huating,0.645113
12903,Yishi,"20,132,46",merge,manual_review,no,10404,b_hezhongfu_yishi,0.736570
12904,zhongliuqiu,"120,230,114",merge,manual_review,no,8806,b_zhangzhou_longxi,0.436243
12906,Liao_Delizhen,"97,73,184",manual_review,manual_review,no,11663,FIC_Amur_Pilutidu,0.581032
12907,Shengshi_Lihu,"210,10,250",manual_review,manual_review,no,10469,b_huazhou_baima,0.415610
12908,Jieting,"92,65,3",split,manual_review,no,13177,,0.517752
12909,Baoding,"129,23,212",merge,manual_review,no,10403,b_hezhongfu_hexi,0.679975
12910,Yuanxian,"147,209,209",merge,manual_review,no,12444,b_xiazhou_xia,0.385340
12911,Juxian_Langya,"149,119,79",manual_review,manual_review,no,8879,b_yunzhou_qianfeng,0.420306
12912,Bixian,"128,85,104",split,manual_review,no,13034,b_yunzhou_xiaqiu_northwest,0.599715
12913,Kuangcheng_Yanjin,"184,163,153",merge,manual_review,no,10356,b_weizhou_ji,0.533489
12914,Fenghuanggu,"67,209,123",merge,manual_review,no,10138,b_fanzhou_zhongbu,0.387966
12915,Liangshanpo_Yuncheng,"186,132,155",merge,manual_review,no,8886,b_puzhou_puyang,0.566215
12916,Hezhou,"16,37,29",merge,manual_review,no,12366,CirQF_Longxi,0.796610
12917,Hancheng,"16,212,217",merge,manual_review,no,13039,b_tongzhou_heyang_northwest,0.642554
12918,WeizhouJixian,"14,28,97",merge,manual_review,no,10356,b_weizhou_ji,0.548927
12919,Didao,"97,175,146",split,manual_review,no,13179,,0.592840
12920,Anding,"152,7,249",merge,manual_review,no,12200,b_jingzhou_baoding,0.402947
12921,Zouxian,"205,76,92",merge,manual_review,no,8885,b_puzhou_juancheng,0.591916
12922,Wenxi,"100,244,84",merge,manual_review,no,10402,b_hezhongfu_wenxi,0.587807
12923,Ningzhoudingan,"119,109,98",split,manual_review,no,12196,b_something_ding_an,0.677206
12924,Yangcheng,"102,20,44",merge,manual_review,no,10405,b_something_wangwu,0.405570
12925,Zezhou,"27,181,198",split,manual_review,no,12226,b_zezhou_jincheng,0.715954
12926,Pingliang,"220,217,18",merge,manual_review,no,12202,b_jingzhou_lintai,0.678267
12927,Longshui_Wenquan,"6,122,153",merge,manual_review,no,12367,b_zhixinzhou_leyan,0.408296
12928,,"134,245,64",split,manual_review,no,12315,b_xiangzhou_wuxian,0.547836
12929,Yanzhou_Xiaqiu,"8,125,206",merge,manual_review,no,8885,b_puzhou_juancheng,0.394507
12930,Hechi_Shukunzhou,"33,190,148",merge,manual_review,no,12258,b_nazhou_nazhou,0.440154
12931,Bama,"76,47,58",merge,manual_review,no,10519,Lingnan_Guishunzhou_Jingxi,0.497883
12932,Pengyuan,"208,147,87",split,manual_review,no,12197,b_something_pengyuan,0.773138
12933,Hezhou_Linhe,"103,133,246",merge,manual_review,no,12347,b_sishunzhou_cuo_e,0.540786
12934,Wengyuan_Lingchishan,"8,218,169",merge,manual_review,no,8962,b_lianzhou_lianshan,0.422472
12935,Jiangxian,"253,128,72",merge,manual_review,no,10402,b_hezhongfu_wenxi,0.450285
12936,Gongcheng_Sumenshan,"74,84,156",merge,manual_review,no,13172,,0.497206
12938,Fucheng,"241,135,52",merge,manual_review,no,10139,b_fanzhou_fucheng,0.594645
12939,Huazhou_Baima,"88,12,43",merge,manual_review,no,10355,b_weizhou_gongcheng,0.516486
12940,Yingde_Zhenyang,"158,190,220",manual_review,manual_review,no,13261,,0.414345
12941,Puzhou_Juancheng,"114,131,106",merge,manual_review,no,10352,b_xiangzhou_anyang,0.472031
12942,Liuzhou,"212,250,61",split,manual_review,no,12313,b_liuzhou_langcangdong,0.728527
12943,Jishan,"246,152,6",merge,manual_review,no,12442,b_jiangzhou_longmen,0.560945
12944,Mulingguan_Yishui,"76,138,171",manual_review,manual_review,no,8874,b_qizhou_yucheng,0.523642
12945,Longchuan_Xunzhou,"47,61,29",manual_review,manual_review,no,8963,b_lianzhou_yangshan,0.392609
12946,,"17,145,165",merge,manual_review,no,10848,Lan_Song,0.464143
12947,Sicheng_Guilezhou,"59,30,245",merge,manual_review,no,10519,Lingnan_Guishunzhou_Jingxi,0.450036
12948,Meizhou_Chengxiang,"141,163,214",split,manual_review,no,13130,b_shaozhou_wengyuan_southwest,0.622176
12949,Xilin_Tuoniangjiang,"101,201,112",merge,manual_review,no,10449,Qianxinan_Qianxinan,0.542259
12950,Yinpan,"118,134,189",merge,manual_review,no,12200,b_jingzhou_baoding,0.652605
12951,Puyang,"18,38,176",merge,manual_review,no,10352,b_xiangzhou_anyang,0.528962
12952,Duanshi,"202,25,201",merge,manual_review,no,12227,b_zezhou_qishui,0.531821
12953,Liyang_Weixian,"91,68,44",merge,manual_review,no,10355,b_weizhou_gongcheng,0.661413
12954,Yuncheng,"138,173,77",merge,manual_review,no,10357,b_weizhou_guixiang,0.614589
12955,Anhua_Yizhoulongshui,"174,100,204",manual_review,manual_review,no,12370,b_wenzhou_wenzhou,0.440499
12956,Longxi_Zhangzhou,"199,195,111",split,manual_review,no,9544,b_qianzhou_anyuan,0.609214
12957,Longshanguan,"126,239,125",split,manual_review,no,12188,b_yuanzhou_pingliang,0.681033
12958,Fangzhouzhongbu,"18,183,61",merge,manual_review,no,10138,b_fanzhou_zhongbu,0.551988
12959,Longmen,"66,69,47",merge,manual_review,no,13039,b_tongzhou_heyang_northwest,0.485668
12960,Quwo,"155,147,120",merge,manual_review,no,12400,b_jiangzhou_jiang,0.469280
12961,Qufu,"140,52,205",merge,manual_review,no,8885,b_puzhou_juancheng,0.421758
12962,Zhengping,"35,132,100",split,manual_review,no,12443,b_jiangzhou_zhengping,0.658884
12963,Xiangzhou_Anyang,"3,93,54",merge,manual_review,no,10353,b_xiangzhou_linlu,0.722930
12964,Linjing,"117,215,61",split,manual_review,no,13085,b_huanzhou_fangqu_west,0.552072
12965,Binglingsi,"111,157,183",merge,manual_review,no,12366,CirQF_Longxi,0.601848
12966,Baiquan,"171,29,36",merge,manual_review,no,12200,b_jingzhou_baoding,0.462633
12967,Jiaoling,"154,103,230",manual_review,manual_review,no,8906,b_shaozhou_renhua,0.360248
12968,FuzhouLuojiao,"151,3,40",merge,manual_review,no,10138,b_fanzhou_zhongbu,0.433111
12969,Lianshan,"136,73,244",manual_review,manual_review,no,12344,b_zhaozhou_pingle,0.471213
12970,Doloman,"153,97,12",merge,manual_review,no,12952,b_zhangzhou_longxi_northwest,0.469063
12971,Danzhouyichuan,"98,168,254",merge,manual_review,no,12224,b_danzhou_yichuan,0.466209
12972,Lanzhou,"195,237,77",merge,manual_review,no,12368,CirQF_Dingxi,0.719861
12973,Changpingguan,"133,202,196",merge,manual_review,no,12227,b_zezhou_qishui,0.594474
12974,Tanyuan,"7,191,50",merge,manual_review,no,10353,b_xiangzhou_linlu,0.643651
12975,Jichang,"178,189,14",merge,manual_review,no,12442,b_jiangzhou_longmen,0.370193
12976,Zhiluo,"60,29,187",merge,manual_review,no,10137,b_fuzhou_zhiluo,0.410771
12977,Changle,"26,96,164",merge,manual_review,no,10352,b_xiangzhou_anyang,0.543700
12978,Yunzhou_Xuchang,"82,9,151",split,manual_review,no,10358,b_weizhou_guantao,0.734157
12979,Linfen,"217,68,42",merge,manual_review,no,12400,b_jiangzhou_jiang,0.488588
12980,Fuchengguan,"170,233,243",merge,manual_review,no,12241,b_jinzhou_jishi,0.467989
12981,Ranau,"241,187,221",merge,manual_review,no,12757,sea_south_china,0.603317
12982,Kinabalu,"213,130,163",merge,manual_review,no,12757,sea_south_china,0.638374
12983,Lahad Datu,"177,47,163",merge,manual_review,no,11098,IMPASSABLE Borneo Mountains 1,0.351388
12984,Semporna,"18,17,218",merge,manual_review,no,11163,BOR_Dusun,0.394494
12985,Tawau,"250,39,205",merge,manual_review,no,11163,BOR_Dusun,0.488660
12986,Tongod,"156,150,70",merge,manual_review,no,12757,sea_south_china,0.606904
12987,Kinabatangan,"189,119,134",merge,manual_review,no,12757,sea_south_china,0.531697
12988,Beluran,"33,9,84",merge,manual_review,no,12757,sea_south_china,0.604193
12989,Tomborungan,"109,206,87",merge,manual_review,no,12757,sea_south_china,0.620272
12990,Koningau,"227,20,99",merge,manual_review,no,12757,sea_south_china,0.600267
12991,Nabawan,"240,248,71",merge,manual_review,no,12757,sea_south_china,0.584533
12992,Pulo Tigah,"6,221,223",merge,manual_review,no,12757,sea_south_china,0.617429
12993,Hpa An,"19,204,132",merge,manual_review,no,9629,Mawlamyine,0.684068
12994,Hlaingbwe,"231,73,87",merge,manual_review,no,11449,Hlaingbwe,0.414586
12995,Lamain,"136,207,94",merge,manual_review,no,10997,Ye,0.549057
12996,Kawkareik,"147,26,2",merge,manual_review,no,10995,Thanbyuzayat,0.502140
12997,Payathonzu,"130,133,82",merge,manual_review,no,12524,Viet_Mountains_5,0.497065
12998,Myeik,"26,183,120",merge,manual_review,no,11433,THAI_Mergui,0.667233
12999,Kanmaw,"50,204,49",merge,manual_review,no,11432,THAI_Tenasserim,0.631192
13000,Kawthaung,"8,209,47",split,manual_review,no,11431,THAI_Kra_Buri,0.739029
13001,Amya,"30,176,95",merge,manual_review,no,11396,IMPASSABLE Kra Isthmus mountains 2,0.653394
13002,Shwebontha,"196,196,120",merge,manual_review,no,9570,Yawnghwe,0.725464
13003,Namtok,"192,148,152",merge,manual_review,no,11493,Taunggyi_South,0.688149
13004,Kalaw,"239,179,206",merge,manual_review,no,9570,Yawnghwe,0.547253
13005,Loi Long,"213,199,19",merge,manual_review,no,9570,Yawnghwe,0.715775
13006,Loikaw,"218,126,221",merge,manual_review,no,11496,Mae_Hong_Song_4,0.643162
13007,Pasawng,"190,41,58",merge,manual_review,no,10960,Mae_Hong_Song,0.374811
13008,Hsi Hseng,"224,140,140",merge,manual_review,no,11493,Taunggyi_South,0.723351
13009,Hsatung,"174,109,68",merge,manual_review,no,11493,Taunggyi_South,0.670119
13010,Lawksawk,"186,156,137",merge,manual_review,no,10965,Taunggyi,0.653948
13011,Mongkung,"149,37,45",exact,mapped,yes,10974,Mongkung,0.800319
13012,Hsipaw,"178,119,128",merge,manual_review,no,10975,Hsipaw,0.643794
13013,Monglong,"208,101,181",merge,manual_review,no,9640,Madaya,0.580503
13014,Namhsan,"21,171,163",merge,manual_review,no,10975,Hsipaw,0.448178
13015,Hsenwi,"47,213,223",merge,manual_review,no,10976,Hsenwi,0.715180
13016,Lashio,"35,122,128",merge,manual_review,no,11486,Hsenwi_South,0.461183
13017,Mongyang,"123,153,155",merge,manual_review,no,11486,Hsenwi_South,0.665629
13018,Kyethi,"127,27,41",merge,manual_review,no,11486,Hsenwi_South,0.463593
13019,Mongnawng,"209,126,137",merge,manual_review,no,10972,Mongnawn,0.636388
13020,Laikha,"209,205,126",merge,manual_review,no,10971,Laikha,0.774397
13021,Kokang,"191,47,223",merge,manual_review,no,10897,Wa,0.627582
13022,Hopang,"185,232,235",merge,manual_review,no,10897,Wa,0.496950
13023,Panghsang,"52,150,156",merge,manual_review,no,11472,Moeng Laem,0.760945
13024,Manglon,"27,122,127",merge,manual_review,no,11479,Keng_Tung,0.632471
