source_province_id,source_rgb,target_province_id,target_rgb,classification,confidence,overlap_score,centroid_score,neighbor_score,source_root_title,source_kingdom,source_duchy,source_county,source_barony,apply_to_history,notes,status,source_name,target_name,target_coverage,overlap_pixels,source_pixel_count,target_pixel_count,candidate_count,name_score,top_candidates
12855,"59,248,35",12982,"15,10,55",manual_review,0.617372,0.588889,0.998367,0.571429,h_china,k_nanyue_china,d_chaoshan_china,c_waizao,b_heyuan_china,no,auto: strong_but_not_exact,manual_review,Heyuan,b_guangzhou_huaiji,0.725365,795,1350,1096,6,0.000000,1:12982:0.5889:0.7254 | 2:8901:0.1622:0.5117 | 3:8903:0.0815:0.1337 | 4:12983:0.0770:0.0732 | 5:12980:0.0474:0.1277
12856,"47,48,253",12203,"213,16,7",merge,0.750215,0.941176,0.998241,0.571429,h_china,k_qin_china,d_fengxiang_china,c_longzhou_china,b_longzhouqianyuan_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Longzhouqianyuan,b_longzhou_qianyuan,0.436782,304,323,696,3,0.000000,1:12203:0.9412:0.4368 | 2:12204:0.0557:0.0301 | 3:12207:0.0031:0.0011
12857,"22,74,186",11940,"43,29,66",manual_review,0.492869,0.430070,0.998996,0.545455,h_china,k_zhou_china,d_shaanguo_china,c_shaanzhou_china,b_ruicheng_china,no,auto: low_confidence,manual_review,Ruicheng,river_yellow,0.458955,246,572,536,7,0.000000,1:11940:0.4301:0.4590 | 2:12444:0.3427:0.2245 | 3:12324:0.1241:0.0931 | 4:12326:0.0507:0.0427 | 5:9073:0.0350:0.0287
12858,"97,195,10",12223,"232,30,83",merge,0.682842,0.970803,0.995617,0.375000,h_china,k_qin_china,d_pingyi_china,c_tongguan_china,b_pujinguan_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Pujinguan,b_tongzhou_heyang,0.152523,133,137,872,2,0.000000,1:12223:0.9708:0.1525 | 2:10419:0.0292:0.0049
12859,"97,26,93",12326,"177,5,179",merge,0.747891,1.000000,0.996143,0.600000,h_china,k_zhou_china,d_shaanguo_china,c_shaanzhou_china,b_yaogu_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Yaogu,b_xiazhou_xia,0.188513,128,128,679,1,0.000000,1:12326:1.0000:0.1885
12860,"112,82,83",10388,"244,160,199",split,0.604374,0.728900,0.996564,0.375000,h_china,k_nanyue_china,d_lingnan_china,c_fengzhou_gui_china,b_fengzhou_fengchuan_china,no,auto: top_two_overlap_share,manual_review,Fengzhou_Fengchuan,b_gongzhou_sujian,0.435115,285,391,655,5,0.000000,1:10388:0.7289:0.4351 | 2:13133:0.1228:0.0784 | 3:12301:0.0946:0.1036 | 4:8917:0.0486:0.0189 | 5:10387:0.0051:0.0028
12862,"35,141,187",12356,"114,104,113",merge,0.483549,0.614407,0.992926,0.200000,h_china,k_longxi_china,d_longxi_china,c_tianshui_china,b_qingshui_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Qingshui,CirQF_Langxinguan,0.247019,290,472,1174,6,0.000000,1:12356:0.6144:0.2470 | 2:13182:0.2458:0.7160 | 3:12204:0.0720:0.0569 | 4:12357:0.0318:0.0126 | 5:12203:0.0233:0.0158
12863,"67,216,98",12198,"181,113,71",split,0.637355,0.686275,0.997494,0.600000,h_china,k_qin_china,d_binning_china,c_binzhou_qin_china,b_yongshou_china,no,auto: top_two_overlap_share,manual_review,Yongshou,b_binzhou_xinping,0.496454,210,306,423,3,0.000000,1:12198:0.6863:0.4965 | 2:12221:0.2941:0.0504 | 3:12217:0.0196:0.0108
12864,"195,6,196",11664,"206,64,206",merge,0.733732,0.920875,0.997239,0.571429,e_jurchen_china,k_luzhen,d_BAL_cheolli,c_BAL_huligai,b_EMan_Huligai,no,auto: best_target_shared_by_multiple_sources,manual_review,EMan_Huligai,FIC_Amur_Dasenlin,0.395231,1094,1188,2768,3,0.000000,1:11664:0.9209:0.3952 | 2:11526:0.0547:0.0154 | 3:11702:0.0244:0.0119
12865,"218,20,32",8902,"10,53,97",manual_review,0.509511,0.413113,0.994808,0.555556,h_china,k_nanyue_china,d_chaoshan_china,c_xunzhou_china,b_xingning_china,no,auto: low_confidence,manual_review,Xingning,b_guangzhou_zhenyang,0.615750,649,1571,1054,8,0.000000,1:8902:0.4131:0.6157 | 2:8903:0.2553:0.4872 | 3:12983:0.1273:0.1408 | 4:8905:0.1038:0.2270 | 5:12982:0.0522:0.0748
12866,"240,124,94",12343,"154,118,253",manual_review,0.362533,0.254599,0.991634,0.250000,h_china,k_nanyue_china,d_lingnan_china,c_hezhou_guangzhou_china,b_huaiji_sihui_china,no,auto: low_confidence,manual_review,Huaiji_Sihui,b_wuzhou_mengling,0.573798,346,1359,603,6,0.000000,1:12343:0.2546:0.5738 | 2:10387:0.2524:0.4757 | 3:10388:0.2127:0.4412 | 4:12549:0.1354:0.7419 | 5:12345:0.1310:0.3213
12867,"128,101,71",11526,"146,240,166",merge,0.684203,0.872100,0.988028,0.500000,e_jurchen_china,k_luzhen,d_BAL_hoewon,c_BAL_south_hoewon,b_FIC_EMan_Baihuaicun,no,auto: best_target_shared_by_multiple_sources,manual_review,FIC_EMan_Baihuaicun,IMPASSABLE Amur-Songhua pincer field,0.328997,1391,1595,4228,5,0.000000,1:11526:0.8721:0.3290 | 2:11683:0.0476:0.0238 | 3:11686:0.0332:0.0229 | 4:11664:0.0320:0.0184 | 5:11671:0.0150:0.0119
12868,"58,38,86",11302,"63,71,21",merge,0.604251,0.720721,0.994354,0.666667,,,,,,no,auto: best_target_shared_by_multiple_sources,manual_review,Mountain,SUM_Minanga_Tamwan,0.074143,80,111,1079,2,0.000000,1:11302:0.7207:0.0741 | 2:11298:0.2793:0.0255
12869,"65,134,196",10470,"33,105,200",merge,0.425867,0.440835,0.995048,0.166667,h_china,k_liang_china,d_biansong,c_bianzhou,b_kaifeng_bianzhou_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Kaifeng_Bianzhou,b_zhengzhou_yangwu,0.484076,380,862,785,8,0.000000,1:10470:0.4408:0.4841 | 2:13032:0.1508:0.2107 | 3:13033:0.1230:0.1476 | 4:11938:0.1021:0.4000 | 5:10356:0.0789:0.0611
12870,"15,87,141",12357,"117,115,24",merge,0.626208,0.758575,0.996237,0.375000,h_china,k_longxi_china,d_longxi_china,c_tianshui_china,b_chengji_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Chengji,CirQF_Yefangbao,0.481978,575,758,1193,5,0.000000,1:12357:0.7586:0.4820 | 2:12359:0.1055:0.0643 | 3:12358:0.0686:0.0676 | 4:12356:0.0369:0.0239 | 5:12355:0.0303:0.0189
12871,"249,100,55",12216,"105,252,40",manual_review,0.489171,0.380776,0.994654,0.428571,h_china,k_qin_china,d_xijing_china,c_yaozhou_china,b_fuping_china,no,auto: low_confidence,manual_review,Fuping,b_yanzhou_huayan,0.757353,412,1082,544,6,0.000000,1:12216:0.3808:0.7574 | 2:12215:0.2893:0.5314 | 3:10419:0.2061:0.2713 | 4:12222:0.0712:0.1604 | 5:12210:0.0287:0.0315
12873,"37,85,33",10403,"208,27,199",merge,0.394259,0.397436,0.994683,0.375000,h_china,k_jin_china,d_hezhong_china,c_puzhou_china,b_puzhou_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Puzhou,b_hezhongfu_hexi,0.140483,93,234,662,3,0.000000,1:10403:0.3974:0.1405 | 2:12223:0.3077:0.0826 | 3:11940:0.2949:0.1287
12874,"254,175,210",8882,"224,203,219",split,0.525562,0.524203,0.994234,0.375000,h_china,k_liang_china,d_xusi_china,c_tengzhou_xu_china,b_tengxian_china,no,auto: top_two_overlap_share,manual_review,Tengxian,b_puzhou_juye,0.593583,444,847,748,4,0.000000,1:8882:0.5242:0.5936 | 2:13119:0.4463:0.4315 | 3:13034:0.0236:0.0232 | 4:8888:0.0059:0.0060
12875,"62,234,39",10852,"124,233,255",merge,0.438915,0.493478,0.989285,0.333333,h_china,k_luodian,d_yushi,c_temo,b_xichou_funing_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Temo_Xichou_Funing,Binh_Nguyen,0.177205,227,460,1281,3,0.000000,1:10852:0.4935:0.1772 | 2:13266:0.2870:0.0834 | 3:10907:0.2196:0.0485
12876,"200,22,55",8801,"89,27,72",merge,0.437793,0.529274,0.991196,0.200000,h_china,k_zhou_china,d_heluo_china,c_luoyang_china,b_mengjin_boyacang_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Mengjin_Boyacang,b_luoyang,0.226908,226,427,996,4,0.000000,1:8801:0.5293:0.2269 | 2:11940:0.1967:0.1567 | 3:12326:0.1897:0.1193 | 4:12444:0.0843:0.0412
12877,"228,82,26",12367,"200,158,25",merge,0.423042,0.366667,0.992567,0.500000,h_china,k_chu_china,d_guiguan_china,c_xiangzhou_laibin_china,b_xiangzhou_laibin_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Xiangzhou_Laibin,b_zhixinzhou_leyan,0.269677,209,570,775,3,0.000000,1:12367:0.3667:0.2697 | 2:12372:0.3228:0.1544 | 3:12369:0.3105:0.1960
12879,"188,31,137",10549,"247,168,190",merge,0.409497,0.498840,0.996888,0.111111,h_china,k_luodian,d_baise,c_baise_china,b_tianzhou_baise_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Tianzhou_Baise,Lingnan_Taiping_Xialeizhen,0.254438,215,431,845,3,0.000000,1:10549:0.4988:0.2544 | 2:10519:0.4803:0.1885 | 3:10535:0.0209:0.0130
12880,"215,70,43",12342,"37,25,237",manual_review,0.518238,0.561881,0.995000,0.272727,h_china,k_nanyue_china,d_lingnan_china,c_guangzhou_1,b_qingyuan_china,no,auto: low_confidence,manual_review,Qingyuan,b_wuzhou_cangwu,0.555012,454,808,818,7,0.000000,1:12342:0.5619:0.5550 | 2:12343:0.1064:0.1426 | 3:12346:0.0879:0.1592 | 4:12549:0.0792:0.2581 | 5:12548:0.0743:0.2166
12881,"231,222,215",8904,"32,184,7",manual_review,0.524568,0.395477,0.996304,0.555556,h_china,k_nanyue_china,d_chaoshan_china,c_chaozhou_china,b_chaozhou_haiyang_china,no,auto: low_confidence,manual_review,Chaozhou_Haiyang,b_shaozhou_wengyuan,0.773923,647,1636,836,7,0.000000,1:8904:0.3955:0.7739 | 2:13257:0.2469:0.2438 | 3:8898:0.1210:0.1318 | 4:13130:0.1204:0.2048 | 5:13131:0.0654:0.1709
12882,"222,144,172",12207,"239,174,70",merge,0.524744,0.537736,0.994791,0.555556,h_china,k_qin_china,d_jingyuan_china,c_jingzhou_xia_china,b_chungu_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Chungu,b_fengxiang_purun,0.301907,285,530,944,5,0.000000,1:12207:0.5377:0.3019 | 2:13084:0.3981:0.4742 | 3:12203:0.0283:0.0216 | 4:12198:0.0226:0.0284 | 5:12200:0.0132:0.0086
12883,"51,174,38",12229,"161,163,46",merge,0.542074,0.775244,0.993575,0.142857,h_china,k_zhou_china,d_zhenghua_china,c_zhengzhou_china,b_yangwu_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Yangwu,b_huaizhou_henei,0.176820,238,307,1346,4,0.000000,1:12229:0.7752:0.1768 | 2:11938:0.1629:0.2273 | 3:13033:0.0554:0.0237 | 4:10356:0.0065:0.0018
12884,"211,80,99",10403,"208,27,199",merge,0.529995,0.707317,0.994802,0.285714,h_china,k_jin_china,d_hezhong_china,c_xiezhou_china,b_xiexian_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Xiexian,b_hezhongfu_hexi,0.131420,87,123,662,3,0.000000,1:10403:0.7073:0.1314 | 2:12444:0.1707:0.0241 | 3:10404:0.1220:0.0273
12885,"219,160,8",10405,"54,140,249",merge,0.470925,0.672131,0.996620,0.111111,h_china,k_zhao_china,d_heyang_china,c_mengzhou_china,b_heyang_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Heyang,b_something_wangwu,0.086498,82,122,948,2,0.000000,1:10405:0.6721:0.0865 | 2:11939:0.3279:0.1399
12886,"41,138,14",12357,"117,115,24",merge,0.606723,0.755208,0.994248,0.375000,h_china,k_longxi_china,d_longxi_china,c_deshun_china,b_longcheng_longyou_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Longcheng_longyou,CirQF_Yefangbao,0.364627,435,576,1193,4,0.000000,1:12357:0.7552:0.3646 | 2:12356:0.1736:0.0852 | 3:12355:0.0503:0.0239 | 4:13182:0.0208:0.0741
12887,"131,240,140",12199,"98,203,24",manual_review,0.538444,0.526882,0.997710,0.444444,h_china,k_qin_china,d_binning_china,c_binzhou_qin_china,b_binzhouxinping_china,no,auto: low_confidence,manual_review,Binzhouxinping,b_binzhou_sanshui,0.575624,392,744,681,6,0.000000,1:12199:0.5269:0.5756 | 2:12210:0.1734:0.1311 | 3:12198:0.1210:0.2128 | 4:13084:0.0941:0.1573 | 5:12197:0.0672:0.0635
12889,"237,95,99",8898,"182,247,52",manual_review,0.360468,0.347544,0.992461,0.250000,h_china,k_min,d_qingyuan,c_zhangzhou_min_china,b_zhangzhou_zhangpu_china,no,auto: low_confidence,manual_review,Zhangzhou_Zhangpu,b_xunzhou_heyuan,0.249667,375,1079,1502,5,0.000000,1:8898:0.3475:0.2497 | 2:13257:0.2113:0.1376 | 3:13000:0.1928:0.1831 | 4:9544:0.1789:0.1431 | 5:13252:0.0695:0.1938
12890,"7,235,22",10907,"171,255,147",merge,0.469063,0.498474,0.988089,0.428571,h_china,k_luodian,d_yushi,c_temo,b_guangnan_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Temo_Guangnan,Zuining_Ayue,0.235351,490,983,2082,4,0.000000,1:10907:0.4985:0.2354 | 2:10852:0.3703:0.2842 | 3:10449:0.1261:0.0633 | 4:11468:0.0051:0.0060
12891,"162,211,224",12359,"76,116,124",merge,0.376617,0.356674,0.990031,0.300000,h_china,k_longxi_china,d_longxi_china,c_didao_xizhou_china,b_weiyuan_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Weiyuan,CirQF_Tianshui,0.261847,326,914,1245,7,0.000000,1:12359:0.3567:0.2618 | 2:12365:0.3162:0.2893 | 3:13179:0.1740:0.2548 | 4:13186:0.0558:0.0847 | 5:12360:0.0460:0.0711
12892,"1,220,59",8886,"113,80,169",merge,0.477500,0.550239,0.995607,0.222222,h_china,k_qi_china,d_taining_china,c_jizhou_china,b_jinxiang_fangyu_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Jinxiang_Fangyu,b_puzhou_puyang,0.389171,230,418,591,5,0.000000,1:8886:0.5502:0.3892 | 2:8889:0.3636:0.2029 | 3:13119:0.0550:0.0263 | 4:8885:0.0263:0.0144 | 5:10469:0.0048:0.0031
12893,"33,216,63",10404,"140,94,190",merge,0.576318,0.759036,0.996182,0.400000,h_china,k_jin_china,d_hezhong_china,c_xiezhou_china,b_anyi_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Anyi,b_hezhongfu_yishi,0.114545,63,83,550,2,0.000000,1:10404:0.7590:0.1145 | 2:12444:0.2410:0.0229
12894,"36,185,71",10405,"54,140,249",merge,0.633552,0.894886,0.999038,0.181818,h_china,k_zhao_china,d_heyang_china,c_huaizhou_zhou_china,b_henei_huaizhou_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Henei_Huaizhou,b_something_wangwu,0.332278,315,352,948,2,0.000000,1:10405:0.8949:0.3323 | 2:12229:0.1051:0.0275
12895,"155,175,220",10139,"168,138,18",merge,0.367756,0.360489,0.990286,0.333333,h_china,k_qin_china,d_xijing_china,c_yaozhou_china,b_baishui_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Baishui,b_fanzhou_fucheng,0.145440,177,491,1217,4,0.000000,1:10139:0.3605:0.1454 | 2:10419:0.3096:0.1849 | 3:12222:0.2953:0.3021 | 4:12223:0.0346:0.0195
12896,"171,134,82",12223,"232,30,83",merge,0.671410,0.843478,0.996136,0.500000,h_china,k_qin_china,d_pingyi_china,c_tongzhou_pingyi_china,b_tongzhouheyang_china,no,auto: best_target_shared_by_multiple_sources,manual_review,TongzhouHeyang,b_tongzhou_heyang,0.333716,291,345,872,5,0.000000,1:12223:0.8435:0.3337 | 2:10139:0.0928:0.0263 | 3:13039:0.0435:0.0141 | 4:10419:0.0145:0.0061 | 5:11940:0.0058:0.0037
12897,"10,234,84",12229,"161,163,46",merge,0.667531,0.925214,0.995272,0.285714,h_china,k_zhao_china,d_heyang_china,c_huaizhou_zhou_china,b_wuzhi_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Wuzhi,b_huaizhou_henei,0.321694,433,468,1346,3,0.000000,1:12229:0.9252:0.3217 | 2:10405:0.0513:0.0253 | 3:12226:0.0235:0.0153
12898,"244,30,39",8801,"89,27,72",merge,0.390975,0.550505,0.993070,0.000000,h_china,k_zhao_china,d_heyang_china,c_mengzhou_china,b_wangwu_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Wangwu,b_luoyang,0.109438,109,198,996,4,0.000000,1:8801:0.5505:0.1094 | 2:11939:0.2828:0.1958 | 3:11940:0.0960:0.0354 | 4:10405:0.0707:0.0148
12899,"60,167,163",12202,"227,108,241",merge,0.593273,0.668269,0.992107,0.666667,h_china,k_qin_china,d_jingyuan_china,c_pingliang_xia_china,b_liangyuan_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Liangyuan,b_jingzhou_lintai,0.177296,139,208,784,4,0.000000,1:12202:0.6683:0.1773 | 2:12200:0.2019:0.0517 | 3:12203:0.0673:0.0201 | 4:12207:0.0625:0.0138
12900,"4,198,207",10404,"140,94,190",merge,0.467802,0.535211,0.994694,0.400000,h_china,k_jin_china,d_hezhong_china,c_xiezhou_china,b_xiaxian_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Xiaxian,b_hezhongfu_yishi,0.138182,76,142,550,3,0.000000,1:10404:0.5352:0.1382 | 2:12444:0.3732:0.0607 | 3:10402:0.0915:0.0218
12901,"19,215,12",12366,"24,3,61",merge,0.462303,0.511062,0.993569,0.250000,h_china,k_longxi_china,d_shanzhou,c_hezhou_china,b_kenuo_china,no,auto: best_target_shared_by_multiple_sources,manual_review,kenuo,CirQF_Longxi,0.382767,462,904,1207,4,0.000000,1:12366:0.5111:0.3828 | 2:12365:0.4192:0.3794 | 3:13186:0.0586:0.0880 | 4:13179:0.0111:0.0160
12902,"17,121,177",12204,"161,141,33",split,0.645113,0.712810,0.997881,0.428571,h_china,k_qin_china,d_jingyuan_china,c_pingliang_xia_china,b_huating_china,no,auto: top_two_overlap_share,manual_review,Huating,b_longzhou_huating,0.576923,345,484,598,4,0.333333,1:12204:0.7128:0.5769 | 2:12202:0.2169:0.1339 | 3:12203:0.0413:0.0287 | 4:13177:0.0289:0.0373
12903,"20,132,46",10404,"140,94,190",merge,0.736570,0.848024,0.997999,0.600000,h_china,k_jin_china,d_hezhong_china,c_xiezhou_china,b_yishi_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Yishi,b_hezhongfu_yishi,0.507273,279,329,550,2,0.333333,1:10404:0.8480:0.5073 | 2:10403:0.1520:0.0755
12904,"120,230,114",8806,"120,46,125",merge,0.436243,0.438366,0.990932,0.250000,e_panyupayana,k_liuqiu,d_liuqiu,c_middag,b_middag,no,auto: best_target_shared_by_multiple_sources,manual_review,zhongliuqiu,b_zhangzhou_longxi,0.453114,633,1444,1397,5,0.000000,1:8806:0.4384:0.4531 | 2:8807:0.3449:0.3866 | 3:13250:0.1101:0.2413 | 4:8814:0.0575:0.0709 | 5:13240:0.0492:0.0554
12906,"97,73,184",11663,"82,234,140",manual_review,0.581032,0.496487,0.997686,0.666667,e_jurchen_china,k_luzhen,d_BAL_cheolli,c_BAL_delizhen,b_Liao_Delizhen,no,auto: low_confidence,manual_review,Liao_Delizhen,FIC_Amur_Pilutidu,0.664577,848,1708,1276,6,0.000000,1:11663:0.4965:0.6646 | 2:11662:0.1868:0.2564 | 3:11664:0.1452:0.0896 | 4:11665:0.0855:0.0654 | 5:11702:0.0826:0.0580
12907,"210,10,250",10469,"207,197,3",manual_review,0.415610,0.411444,0.992168,0.200000,h_china,k_liang_china,d_pucao_china,c_caozhou,b_shengshi_lihu_china,no,auto: low_confidence,manual_review,Shengshi_Lihu,b_huazhou_baima,0.471139,302,734,641,6,0.000000,1:10469:0.4114:0.4711 | 2:13031:0.1730:0.1868 | 3:11937:0.1635:0.4124 | 4:10355:0.1580:0.1063 | 5:13032:0.0845:0.1005
12908,"92,65,3",13177,"40,240,230",split,0.517752,0.595890,0.992921,0.428571,h_china,k_longxi_china,d_longxi_china,c_deshun_china,b_jieting_china,no,auto: top_two_overlap_share,manual_review,Jieting,,0.232000,87,146,375,4,0.000000,1:13177:0.5959:0.2320 | 2:12204:0.2466:0.0602 | 3:12357:0.0959:0.0117 | 4:12355:0.0616:0.0074
12909,"129,23,212",10403,"208,27,199",merge,0.679975,0.769892,0.996251,0.571429,h_china,k_jin_china,d_hezhong_china,c_puzhou_china,b_baoding_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Baoding,b_hezhongfu_hexi,0.540785,358,465,662,5,0.000000,1:10403:0.7699:0.5408 | 2:12442:0.1204:0.1029 | 3:10404:0.0624:0.0527 | 4:11940:0.0323:0.0280 | 5:12223:0.0151:0.0080
12910,"147,209,209",12444,"251,238,111",merge,0.385340,0.434650,0.990004,0.222222,h_china,k_zhao_china,d_heyang_china,c_mengzhou_china,b_yuanxian_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Yuanxian,b_xiazhou_xia,0.163803,143,329,873,4,0.000000,1:12444:0.4347:0.1638 | 2:12399:0.4043:0.2346 | 3:11940:0.1368:0.0840 | 4:8801:0.0243:0.0080
12911,"149,119,79",8879,"203,158,78",manual_review,0.420306,0.356106,0.996217,0.272727,h_china,k_qi_china,d_yihai_china,c_yuzhou_qi_china,b_juxian_langya_china,no,auto: low_confidence,manual_review,Juxian_Langya,b_yunzhou_qianfeng,0.587238,589,1654,1003,8,0.000000,1:8879:0.3561:0.5872 | 2:8878:0.2340:0.8234 | 3:8880:0.1620:0.3268 | 4:13170:0.1342:0.0930 | 5:8874:0.0568:0.0979
12912,"128,85,104",13034,"239,218,98",split,0.599715,0.703759,0.997304,0.333333,h_china,k_qi_china,d_yihai_china,c_yizhou_taining_china,b_bixian_china,no,auto: top_two_overlap_share,manual_review,Bixian,b_yunzhou_xiaqiu_northwest,0.542923,468,665,862,4,0.000000,1:13034:0.7038:0.5429 | 2:8883:0.2692:0.1379 | 3:8881:0.0241:0.0173 | 4:8879:0.0030:0.0020
12913,"184,163,153",10356,"83,25,249",merge,0.533489,0.668842,0.993677,0.222222,h_china,k_zhou_china,d_zhenghua_china,c_huazhou_liang_china,b_kuangcheng_yanjin_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Kuangcheng_Yanjin,b_weizhou_ji,0.368374,410,613,1113,5,0.000000,1:10356:0.6688:0.3684 | 2:10355:0.1436:0.0807 | 3:11937:0.1109:0.2337 | 4:12229:0.0555:0.0253 | 5:13032:0.0212:0.0211
12914,"67,209,123",10138,"100,16,185",merge,0.387966,0.352941,0.992889,0.375000,h_china,k_qin_china,d_fufang_china,c_fangzhou_china,b_fenghuanggu_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Fenghuanggu,b_fanzhou_zhongbu,0.248045,222,629,895,4,0.000000,1:10138:0.3529:0.2480 | 2:12222:0.3005:0.3937 | 3:12216:0.2083:0.2408 | 4:12210:0.1383:0.0884
12915,"186,132,155",8886,"113,80,169",merge,0.566215,0.689507,0.997353,0.200000,h_china,k_liang_china,d_pucao_china,c_yunzhou_liang_china,b_liangshanpo_yuncheng_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Liangshanpo_Yuncheng,b_puzhou_puyang,0.544839,322,467,591,4,0.000000,1:8886:0.6895:0.5448 | 2:10469:0.1670:0.1217 | 3:11936:0.0835:0.1193 | 4:10357:0.0600:0.0357
12916,"16,37,29",12366,"24,3,61",merge,0.796610,0.976680,0.997857,0.600000,h_china,k_longxi_china,d_shanzhou,c_hezhou_china,b_hezhou_longyou_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Hezhou,CirQF_Longxi,0.589892,712,729,1207,3,0.000000,1:12366:0.9767:0.5899 | 2:13179:0.0178:0.0208 | 3:12368:0.0055:0.0043
12917,"16,212,217",13039,"5,178,229",merge,0.642554,0.753061,0.995695,0.571429,h_china,k_qin_china,d_pingyi_china,c_tongzhou_pingyi_china,b_hancheng_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Hancheng,b_tongzhou_heyang_northwest,0.347785,369,490,1061,4,0.000000,1:13039:0.7531:0.3478 | 2:12223:0.2122:0.1193 | 3:10403:0.0265:0.0196 | 4:11940:0.0082:0.0075
12918,"14,28,97",10356,"83,25,249",merge,0.548927,0.657431,0.993217,0.428571,h_china,k_zhao_china,d_xiangwei_china,c_weizhou_ji_china,b_weizhoujixian_china,no,auto: best_target_shared_by_multiple_sources,manual_review,WeizhouJixian,b_weizhou_ji,0.234501,261,397,1113,2,0.000000,1:10356:0.6574:0.2345 | 2:12229:0.3426:0.1010
12919,"97,175,146",13179,"39,88,80",split,0.592840,0.604426,0.998648,0.428571,h_china,k_longxi_china,d_longxi_china,c_didao_xizhou_china,b_didao_china,no,auto: top_two_overlap_share,manual_review,Didao,,0.700321,437,723,624,5,0.000000,1:13179:0.6044:0.7003 | 2:12365:0.2600:0.1882 | 3:12360:0.0816:0.0998 | 4:12368:0.0429:0.0336 | 5:12366:0.0111:0.0066
12920,"152,7,249",12200,"226,71,167",merge,0.402947,0.375969,0.991695,0.400000,h_china,k_qin_china,d_jingyuan_china,c_jingzhou_xia_china,b_anding_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Anding,b_jingzhou_baoding,0.238622,194,516,813,5,0.000000,1:12200:0.3760:0.2386 | 2:12197:0.3508:0.2297 | 3:13084:0.2364:0.2742 | 4:13085:0.0349:0.0237 | 5:12199:0.0019:0.0015
12921,"205,76,92",8885,"59,186,169",merge,0.591916,0.765043,0.997610,0.285714,h_china,k_liang_china,d_xusi_china,c_tengzhou_xu_china,b_zouxian_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Zouxian,b_puzhou_juancheng,0.349934,267,349,763,2,0.000000,1:8885:0.7650:0.3499 | 2:13119:0.2350:0.0936
12922,"100,244,84",10402,"215,183,128",merge,0.587807,0.702564,0.996059,0.428571,h_china,k_jin_china,d_hezhong_china,c_xiezhou_china,b_wenxi_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Wenxi,b_hezhongfu_wenxi,0.230252,137,195,595,2,0.333333,1:10402:0.7026:0.2303 | 2:10404:0.2974:0.1055
12923,"119,109,98",12196,"22,6,132",split,0.677206,0.607935,0.996635,0.833333,h_china,k_qin_china,d_binning_china,c_ningzhou_qin_china,b_ningzhoudingan_china,no,auto: top_two_overlap_share,manual_review,Ningzhoudingan,b_something_ding_an,0.712722,521,857,731,5,0.000000,1:12196:0.6079:0.7127 | 2:12199:0.2929:0.3686 | 3:12210:0.0362:0.0315 | 4:10137:0.0350:0.0312 | 5:12197:0.0280:0.0305
12924,"102,20,44",10405,"54,140,249",merge,0.405570,0.468085,0.992352,0.222222,h_china,k_zhao_china,d_zelu_china,c_zezhou_china,b_yangcheng_china,no,auto: best_target_shared_by_multiple_sources,manual_review,Yangcheng,b_something_wangwu,0.185654,176,376,948,4,0.000000,1:10405:0.4681:0.1857 | 2:12227:0.2500:0.1090 | 3:12226:0.1755:0.0917 | 4:12399:0.1064:0.0705
