source_province_id,source_rgb,source_name,candidate_rank,target_province_id,target_rgb,target_name,overlap_pixels,overlap_score,target_coverage
12134,"159,34,247",,1,11524,"186,138,21",IMPASSABLE eastern Mongolia desert 3,3159,0.641682,0.643643
12134,"159,34,247",,2,11598,"22,15,244",FIC_Mong_Tazimurekh,723,0.146862,0.281652
12134,"159,34,247",,3,11592,"91,123,191",FIC_Mong_Shaqiu,613,0.124518,0.173360
12134,"159,34,247",,4,11593,"30,96,57",FIC_Mong_Toostoigol,428,0.086939,0.209086
12135,"96,162,59",Yelang_Leyuan,1,12080,"214,152,106",b_qinzhou_ligao,441,0.669196,0.340015
12135,"96,162,59",Yelang_Leyuan,2,12081,"147,174,54",b_qinzhou_rongyi,98,0.148710,0.123426
12135,"96,162,59",Yelang_Leyuan,3,12073,"152,150,239",b_feihou_chengle,65,0.098634,0.081352
12135,"96,162,59",Yelang_Leyuan,4,13155,"239,250,53",b_qianzhou_pengshui_2,54,0.081942,0.042386
12135,"96,162,59",Yelang_Leyuan,5,12075,"219,215,77",b_yizhou_yangchuan,1,0.001517,0.001248
12136,"247,91,59",Huangyan,1,10350,"124,96,11",b_muzhou_suian,320,0.572451,0.392638
12136,"247,91,59",Huangyan,2,12337,"99,241,132",b_quzhou_xinan,207,0.370304,0.214730
12136,"247,91,59",Huangyan,3,13213,"37,153,29",,32,0.057245,0.561404
12137,"116,136,138",Fugu,1,12135,"59,66,252",b_lanzhou_hehe,274,0.778409,0.241623
12137,"116,136,138",Fugu,2,13139,"227,114,128",b_xiazhou_dejing_east,33,0.093750,0.066132
12137,"116,136,138",Fugu,3,13047,"79,210,159",b_lanzhou_hehe_northwest,16,0.045455,0.020672
12137,"116,136,138",Fugu,4,12175,"150,24,138",b_linzhou_yincheng,15,0.042614,0.028463
12137,"116,136,138",Fugu,5,13045,"14,1,48",b_shuozhou_shanyang_west,14,0.039773,0.011120
12138,"195,70,31",XuanzhouFanyang,1,12132,"53,149,240",b_yuzhou_lingqiu,255,0.674603,0.287162
12138,"195,70,31",XuanzhouFanyang,2,12153,"165,87,191",b_dingzhou_wangdu,91,0.240741,0.058073
12138,"195,70,31",XuanzhouFanyang,3,12151,"8,64,129",b_yizhou_yi,32,0.084656,0.029548
12139,"65,16,136",,1,12294,"179,32,139",b_rongzhou_yibin,290,0.909091,0.356704
12139,"65,16,136",,2,12289,"252,36,248",b_jiazhou_qianwei,19,0.059561,0.036538
12139,"65,16,136",,3,12288,"94,95,54",b_jiazhou_longyou,10,0.031348,0.034130
12141,"52,173,21",XizhouNengzhou,1,12273,"171,71,28",b_nengzhou_nengzhou,666,0.619535,0.885638
12141,"52,173,21",XizhouNengzhou,2,10413,"32,29,24",b_luzhou_hejiang,138,0.128372,0.187246
12141,"52,173,21",XizhouNengzhou,3,10204,"5,111,17",b_nazhou_nazhou,108,0.100465,0.130751
12141,"52,173,21",XizhouNengzhou,4,12274,"173,166,120",b_shunzhou_shunzhou,79,0.073488,0.094160
12141,"52,173,21",XizhouNengzhou,5,10416,"245,0,187",b_nanzhou_sanxi,44,0.040930,0.097345
12142,"229,12,108",Hongzhou_Yuzhang,1,13104,"95,49,20",b_jizhou_taihe_north_2,573,0.375491,0.757937
12142,"229,12,108",Hongzhou_Yuzhang,2,13221,"245,14,112",,491,0.321756,0.240333
12142,"229,12,108",Hongzhou_Yuzhang,3,8991,"167,23,139",b_hongzhou_xinwu,276,0.180865,0.252979
12142,"229,12,108",Hongzhou_Yuzhang,4,13219,"44,222,50",,138,0.090433,0.120419
12142,"229,12,108",Hongzhou_Yuzhang,5,12994,"200,88,176",b_jizhou_anfu_south,38,0.024902,0.037037
12143,"18,214,130",Youyang_Sizhou,1,10480,"3,210,248",b_sizhou_wuchuan,753,0.713744,0.867512
12143,"18,214,130",Youyang_Sizhou,2,10481,"35,63,207",b_sizhou_siqiong,103,0.097630,0.114444
12143,"18,214,130",Youyang_Sizhou,3,10548,"101,52,123",b_xizhou_santing,54,0.051185,0.076596
12143,"18,214,130",Youyang_Sizhou,4,13024,"17,32,223",b_kuizhou_fengjie_west,49,0.046445,0.106754
12143,"18,214,130",Youyang_Sizhou,5,10485,"209,219,168",b_jinzhou_changfeng,40,0.037915,0.047114
12144,"194,218,114",Yongnu,1,7077,"222,161,246",b_zhuozhou_fanyang,598,0.772610,0.634820
12144,"194,218,114",Yongnu,2,7074,"200,172,148",b_youzhou_ji,109,0.140827,0.130072
12144,"194,218,114",Yongnu,3,12152,"221,36,163",b_yizhou_mancheng,66,0.085271,0.070213
12144,"194,218,114",Yongnu,4,7087,"117,249,245",b_zhuozhou_guiyi,1,0.001292,0.001247
12145,"13,143,154",Shicheng_Shirenzhu,1,12423,"84,34,89",CirLZJ_Fusu,341,0.381432,0.266406
12145,"13,143,154",Shicheng_Shirenzhu,2,11776,"51,14,46",Liao_Xizhou,307,0.343400,0.223273
12145,"13,143,154",Shicheng_Shirenzhu,3,12422,"206,213,229",CirLZJ_Qinhuangdao,246,0.275168,0.238141
12146,"27,251,64",Yuanshan,1,12274,"173,166,120",b_shunzhou_shunzhou,439,0.772887,0.523242
12146,"27,251,64",Yuanshan,2,10413,"32,29,24",b_luzhou_hejiang,123,0.216549,0.166893
12146,"27,251,64",Yuanshan,3,8754,"165,219,49",b_changzhou_yongchuan,4,0.007042,0.005222
12146,"27,251,64",Yuanshan,4,13057,"2,69,242",b_sie_e_sie_e_northeast,1,0.001761,0.001862
12146,"27,251,64",Yuanshan,5,10204,"5,111,17",b_nazhou_nazhou,1,0.001761,0.001211
12147,"104,228,126",Zhenzhou_Ligao,1,12081,"147,174,54",b_qinzhou_rongyi,288,0.457143,0.362720
12147,"104,228,126",Zhenzhou_Ligao,2,12082,"128,153,91",b_qinzhou_yelang,215,0.341270,0.333851
12147,"104,228,126",Zhenzhou_Ligao,3,13230,"19,171,218",,127,0.201587,0.290618
12148,"228,20,243",ChangdaoLongshan,1,12151,"8,64,129",b_yizhou_yi,450,0.969828,0.415512
12148,"228,20,243",ChangdaoLongshan,2,13081,"121,2,64",b_yunzhou_lingqiu_east,13,0.028017,0.020701
12148,"228,20,243",ChangdaoLongshan,3,12132,"53,149,240",b_yuzhou_lingqiu,1,0.002155,0.001126
12149,"45,179,136",Xujiang_Jianglangshan,1,8989,"141,22,196",b_raozhou_yugan,632,0.735739,0.523612
12149,"45,179,136",Xujiang_Jianglangshan,2,8987,"245,78,254",b_raozhou_duchang,145,0.168801,0.264599
12149,"45,179,136",Xujiang_Jianglangshan,3,10451,"174,123,84",Lake_Poyang,64,0.074505,0.061010
12149,"45,179,136",Xujiang_Jianglangshan,4,13014,"243,90,10",b_raozhou_fuliang,18,0.020955,0.036660
12150,"248,24,4",Kuyeganpo,1,12976,"253,255,38",XYZ,1130,0.854119,0.335212
12150,"248,24,4",Kuyeganpo,2,13157,"71,68,47",b_youzhou_yanen_northeast,93,0.070295,0.095189
12150,"248,24,4",Kuyeganpo,3,12165,"152,195,76",b_youzhou_yanen,78,0.058957,0.111429
12150,"248,24,4",Kuyeganpo,4,13094,"157,199,193",b_xiazhou_dejing_south,22,0.016629,0.024149
12151,"55,18,113",Hequ,1,13045,"14,1,48",b_shuozhou_shanyang_west,132,0.611111,0.104845
12151,"55,18,113",Hequ,2,13047,"79,210,159",b_lanzhou_hehe_northwest,83,0.384259,0.107235
12151,"55,18,113",Hequ,3,12135,"59,66,252",b_lanzhou_hehe,1,0.004630,0.000882
12152,"47,61,42",Fanshi,1,12148,"62,89,4",b_daizhou_yanmen,142,0.461039,0.220497
12152,"47,61,42",Fanshi,2,13164,"107,127,7",,127,0.412338,0.200315
12152,"47,61,42",Fanshi,3,13069,"216,38,184",b_daizhou_west,39,0.126623,0.045349
12153,"210,69,46",Ulanmulun,1,12173,"28,74,146",b_linzhou_xintai,416,0.570645,0.662420
12153,"210,69,46",Ulanmulun,2,13077,"31,251,24",b_linzhou_xintai_northeast,163,0.223594,0.200246
12153,"210,69,46",Ulanmulun,3,13139,"227,114,128",b_xiazhou_dejing_east,99,0.135802,0.198397
12153,"210,69,46",Ulanmulun,4,12175,"150,24,138",b_linzhou_yincheng,51,0.069959,0.096774
12154,"196,140,226",Shuozhou,1,12134,"104,70,215",b_shuozhou_shanyang,317,0.479576,0.267736
12154,"196,140,226",Shuozhou,2,13044,"248,132,225",b_shuozhou_shanyang_north,307,0.464448,0.275336
12154,"196,140,226",Shuozhou,3,10429,"215,182,209",b_shuozhuo_mayi,37,0.055976,0.027126
12155,"93,80,207",Xiawaste,1,10442,"190,226,160",,2478,0.368421,0.517004
12155,"93,80,207",Xiawaste,2,12975,"53,121,199",b_youzhou_yanen_south,1495,0.222272,0.992696
12155,"93,80,207",Xiawaste,3,12976,"253,255,38",XYZ,1320,0.196253,0.391575
12155,"93,80,207",Xiawaste,4,12974,"171,24,94",b_youzhou_yanen_west,965,0.143473,0.697758
12155,"93,80,207",Xiawaste,5,12184,"212,155,254",b_fengzhou_something,236,0.035088,0.260486
12156,"243,233,185",Feihudao,1,13111,"126,54,173",b_shuozhou_mayi_south,322,0.635108,0.295956
12156,"243,233,185",Feihudao,2,12133,"148,197,209",b_shuozhou_mayi,79,0.155819,0.206806
12156,"243,233,185",Feihudao,3,13163,"51,184,209",,69,0.136095,0.050292
12156,"243,233,185",Feihudao,4,13164,"107,127,7",,37,0.072978,0.058360
12158,"159,189,254",,1,13078,"45,18,202",b_linzhou_xintai_southeast,615,0.270568,1.000000
12158,"159,189,254",,2,13076,"88,198,75",b_shengzhou_yulin_southeast,528,0.232292,0.784547
12158,"159,189,254",,3,13139,"227,114,128",b_xiazhou_dejing_east,367,0.161461,0.735471
12158,"159,189,254",,4,12182,"201,72,235",b_shengzhou_hebin,270,0.118786,0.406627
12158,"159,189,254",,5,13075,"238,216,18",b_shengzhou_yulin_northeast,195,0.085790,0.190616
12159,"35,54,234",Lingqiu,1,13164,"107,127,7",,224,0.918033,0.353312
12159,"35,54,234",Lingqiu,2,12147,"124,219,47",b_daizhou_fanchou,20,0.081967,0.045558
12161,"105,245,156",Xizhou_Daxiang,1,10486,"218,174,157",b_xizhou_daxiang,595,0.401756,0.521472
12161,"105,245,156",Xizhou_Daxiang,2,13149,"191,129,168",b_xizhou_5,336,0.226874,0.745011
12161,"105,245,156",Xizhou_Daxiang,3,13145,"92,29,208",b_xizhou_1,284,0.191762,0.268431
12161,"105,245,156",Xizhou_Daxiang,4,13234,"2,176,24",,120,0.081026,0.205832
12161,"105,245,156",Xizhou_Daxiang,5,13225,"45,30,54",,113,0.076300,0.094878
12162,"229,95,92",Yutian_Jizhou,1,7074,"200,172,148",b_youzhou_ji,637,0.385360,0.760143
12162,"229,95,92",Yutian_Jizhou,2,12172,"33,61,15",CirLNJ_Changping,607,0.367211,0.660501
12162,"229,95,92",Yutian_Jizhou,3,12174,"180,237,37",CirLNJ_Xingtang,231,0.139746,0.464789
12162,"229,95,92",Yutian_Jizhou,4,7087,"117,249,245",b_zhuozhou_guiyi,90,0.054446,0.112219
12162,"229,95,92",Yutian_Jizhou,5,7072,"244,61,246",b_youzhou_lu,61,0.036903,0.105903
12163,"229,215,24",Xiangyin,1,10452,"39,132,192",,437,0.664134,0.234694
12163,"229,215,24",Xiangyin,2,13054,"122,92,58",b_qianzhou_dayu_northwest,123,0.186930,0.171548
12163,"229,215,24",Xiangyin,3,12098,"13,12,175",b_langzhou_wuling,96,0.145897,0.104803
12163,"229,215,24",Xiangyin,4,13021,"222,28,72",b_lizhou_songzi,2,0.003040,0.003049
12166,"142,1,185",LuanzhouYifeng_Liuchengjun,1,6604,"95,145,12",b_guishunzhou_huairou,336,0.801909,0.496307
12166,"142,1,185",LuanzhouYifeng_Liuchengjun,2,12177,"23,43,33",CirLNJ_Yuyang,39,0.093079,0.043094
12166,"142,1,185",LuanzhouYifeng_Liuchengjun,3,7074,"200,172,148",b_youzhou_ji,38,0.090692,0.045346
12166,"142,1,185",LuanzhouYifeng_Liuchengjun,4,7072,"244,61,246",b_youzhou_lu,5,0.011933,0.008681
12166,"142,1,185",LuanzhouYifeng_Liuchengjun,5,12174,"180,237,37",CirLNJ_Xingtang,1,0.002387,0.002012
12167,"137,16,210",Jingnan_Jiangan,1,13057,"2,69,242",b_sie_e_sie_e_northeast,145,0.401662,0.270019
12167,"137,16,210",Jingnan_Jiangan,2,8752,"242,170,32",b_luzhou_jiang_an,126,0.349030,0.223801
12167,"137,16,210",Jingnan_Jiangan,3,10413,"32,29,24",b_luzhou_hejiang,82,0.227147,0.111262
12167,"137,16,210",Jingnan_Jiangan,4,8751,"118,66,245",b_luzhou_luchuan,8,0.022161,0.008889
12168,"56,37,86",Yizhou,1,13163,"51,184,209",,436,0.520286,0.317784
12168,"56,37,86",Yizhou,2,12132,"53,149,240",b_yuzhou_lingqiu,238,0.284010,0.268018
12168,"56,37,86",Yizhou,3,13082,"249,65,158",b_yunzhou_lingqiu_southwest,138,0.164678,0.151482
12168,"56,37,86",Yizhou,4,13111,"126,54,173",b_shuozhou_mayi_south,26,0.031026,0.023897
12169,"74,143,231",Miluoshui,1,10323,"160,146,225",b_something_huarong,350,0.418660,0.452781
12169,"74,143,231",Miluoshui,2,10452,"39,132,192",,229,0.273923,0.122986
12169,"74,143,231",Miluoshui,3,13054,"122,92,58",b_qianzhou_dayu_northwest,133,0.159091,0.185495
12169,"74,143,231",Miluoshui,4,10460,"136,235,25",river_yangtze,69,0.082536,0.101770
12169,"74,143,231",Miluoshui,5,12984,"47,26,43",b_yuezhou_changjing_north,44,0.052632,0.034700
12170,"242,114,210",Ordos,1,13157,"71,68,47",b_youzhou_yanen_northeast,872,0.334869,0.892528
12170,"242,114,210",Ordos,2,13094,"157,199,193",b_xiazhou_dejing_south,816,0.313364,0.895719
12170,"242,114,210",Ordos,3,13077,"31,251,24",b_linzhou_xintai_northeast,429,0.164747,0.527027
12170,"242,114,210",Ordos,4,12184,"212,155,254",b_fengzhou_something,265,0.101767,0.292494
12170,"242,114,210",Ordos,5,12173,"28,74,146",b_linzhou_xintai,142,0.054531,0.226115
12171,"110,18,48",Yingzhou,1,10429,"215,182,209",b_shuozhuo_mayi,628,0.979719,0.460411
12171,"110,18,48",Yingzhou,2,13044,"248,132,225",b_shuozhou_shanyang_north,9,0.014041,0.008072
12171,"110,18,48",Yingzhou,3,13069,"216,38,184",b_daizhou_west,4,0.006240,0.004651
12173,"246,204,230",Wuling,1,13022,"29,78,149",b_lizhou_shimen_southeast,524,0.611435,0.556854
12173,"246,204,230",Wuling,2,12072,"226,199,18",b_jiangzhou_zijiang,310,0.361727,0.225619
12173,"246,204,230",Wuling,3,13225,"45,30,54",,23,0.026838,0.019312
12174,"107,4,222",Taizhou_Linhai,1,10371,"7,162,217",b_shezhou_xiuning,287,0.298647,0.331027
12174,"107,4,222",Taizhou_Linhai,2,10350,"124,96,11",b_muzhou_suian,274,0.285120,0.336196
12174,"107,4,222",Taizhou_Linhai,3,10369,"133,167,165",b_shezhou_taiping,260,0.270552,0.486891
12174,"107,4,222",Taizhou_Linhai,4,10351,"10,99,247",b_muzhou_qingxi,66,0.068678,0.094017
12174,"107,4,222",Taizhou_Linhai,5,13212,"241,222,189",,57,0.059313,0.491379
12176,"122,152,47",Shunhuadu,1,12974,"171,24,94",b_youzhou_yanen_west,417,0.521902,0.301518
12176,"122,152,47",Shunhuadu,2,13095,"164,87,31",b_youzhou_guiren_east,378,0.473091,0.484615
12176,"122,152,47",Shunhuadu,3,12158,"244,155,100",b_lingzhou_dingyuan,2,0.002503,0.003617
12176,"122,152,47",Shunhuadu,4,12961,"90,34,159",b_lingzhou_dingyuan_north,2,0.002503,0.001878
12177,"97,135,40",Jiangjin,1,12276,"82,175,204",b_yuzhou_jiangjin,282,0.283133,0.506284
12177,"97,135,40",Jiangjin,2,10414,"252,150,135",b_nanzhou_nanchuan,281,0.282129,0.477891
12177,"97,135,40",Jiangjin,3,12275,"185,89,73",b_yuzhou_bishan,164,0.164659,0.201227
12177,"97,135,40",Jiangjin,4,10416,"245,0,187",b_nanzhou_sanxi,141,0.141566,0.311947
12177,"97,135,40",Jiangjin,5,10413,"32,29,24",b_luzhou_hejiang,105,0.105422,0.142469
12178,"241,120,36",Rongyi_Fuhuan_Qinzhou,1,12081,"147,174,54",b_qinzhou_rongyi,303,0.549909,0.381612
12178,"241,120,36",Rongyi_Fuhuan_Qinzhou,2,10416,"245,0,187",b_nanzhou_sanxi,111,0.201452,0.245575
12178,"241,120,36",Rongyi_Fuhuan_Qinzhou,3,13230,"19,171,218",,83,0.150635,0.189931
12178,"241,120,36",Rongyi_Fuhuan_Qinzhou,4,12082,"128,153,91",b_qinzhou_yelang,37,0.067151,0.057453
12178,"241,120,36",Rongyi_Fuhuan_Qinzhou,5,10414,"252,150,135",b_nanzhou_nanchuan,17,0.030853,0.028912
12179,"113,215,43",Raozhou_Poyang,1,12995,"166,160,160",b_xinzhou_yongfeng,522,0.408771,0.754335
12179,"113,215,43",Raozhou_Poyang,2,8991,"167,23,139",b_hongzhou_xinwu,376,0.294440,0.344638
12179,"113,215,43",Raozhou_Poyang,3,13097,"183,10,201",XYZ,328,0.256852,0.546667
12179,"113,215,43",Raozhou_Poyang,4,10458,"130,133,85",river_yangtze,22,0.017228,0.026222
12179,"113,215,43",Raozhou_Poyang,5,10401,"11,103,246",b_ezhou_yongxin,14,0.010963,0.014184
12180,"189,221,249",Quzhou_Xinan,1,10366,"70,148,138",b_chizhou_zhide,333,0.313264,0.234672
12180,"189,221,249",Quzhou_Xinan,2,13014,"243,90,10",b_raozhou_fuliang,254,0.238946,0.517312
12180,"189,221,249",Quzhou_Xinan,3,8989,"141,22,196",b_raozhou_yugan,216,0.203198,0.178956
12180,"189,221,249",Quzhou_Xinan,4,8987,"245,78,254",b_raozhou_duchang,148,0.139229,0.270073
12180,"189,221,249",Quzhou_Xinan,5,8988,"187,168,102",b_raozhou_jingde,84,0.079022,0.062547
12181,"47,249,248",Qiongdongzhou,1,12267,"26,167,68",b_poyan_tribe,172,0.934783,0.191111
12181,"47,249,248",Qiongdongzhou,2,12294,"179,32,139",b_rongzhou_yibin,12,0.065217,0.014760
12182,"49,20,240",Jilizhou,1,12422,"206,213,229",CirLZJ_Qinhuangdao,395,0.384241,0.382381
12182,"49,20,240",Jilizhou,2,12421,"99,87,90",CirLZJ_Longtan,356,0.346304,0.291087
12182,"49,20,240",Jilizhou,3,4885,"88,207,29",b_pingzhou_lulong,236,0.229572,0.302177
12182,"49,20,240",Jilizhou,4,12423,"84,34,89",CirLZJ_Fusu,38,0.036965,0.029687
12182,"49,20,240",Jilizhou,5,13018,"96,106,185",b_pingzhou_lulong_northwest,3,0.002918,0.002609
12183,"48,228,126",Hengshan,1,10429,"215,182,209",b_shuozhuo_mayi,188,0.828194,0.137830
12183,"48,228,126",Hengshan,2,12133,"148,197,209",b_shuozhou_mayi,12,0.052863,0.031414
12183,"48,228,126",Hengshan,3,13164,"107,127,7",,11,0.048458,0.017350
12183,"48,228,126",Hengshan,4,12148,"62,89,4",b_daizhou_yanmen,9,0.039648,0.013975
12183,"48,228,126",Hengshan,5,13068,"88,49,5",b_yunzhou_yunzhong_southwest,7,0.030837,0.007735
12184,"205,237,127",Luotan,1,1466,"43,138,33",Eastern Wasteland 1,13541,0.609488,0.010604
12184,"205,237,127",Luotan,2,11629,"167,229,187",FIC_Amur_Yuancao,2271,0.102219,0.890239
12184,"205,237,127",Luotan,3,11676,"17,45,84",FIC_Amur_Yuanlin,1624,0.073097,0.794132
12184,"205,237,127",Luotan,4,11634,"58,47,19",FIC_Amur_Ganyijiang,1441,0.064860,0.781453
12184,"205,237,127",Luotan,5,11628,"32,29,127",FIC_Amur_Humari,1074,0.048341,0.742225
12185,"102,219,90",RongzhouYibin,1,8752,"242,170,32",b_luzhou_jiang_an,209,0.429158,0.371226
12185,"102,219,90",RongzhouYibin,2,12293,"111,153,48",b_rongzhou_bodao,190,0.390144,0.342960
12185,"102,219,90",RongzhouYibin,3,8751,"118,66,245",b_luzhou_luchuan,82,0.168378,0.091111
12185,"102,219,90",RongzhouYibin,4,12294,"179,32,139",b_rongzhou_yibin,6,0.012320,0.007380
12186,"58,103,24",Jianchang_Yongxiu,1,13219,"44,222,50",,531,0.664581,0.463351
12186,"58,103,24",Jianchang_Yongxiu,2,10398,"254,36,134",b_ezhou_tangnian,121,0.151439,0.110000
12186,"58,103,24",Jianchang_Yongxiu,3,10397,"198,34,205",b_ezhou_puqi,80,0.100125,0.073260
12186,"58,103,24",Jianchang_Yongxiu,4,13104,"95,49,20",b_jizhou_taihe_north_2,59,0.073842,0.078042
12186,"58,103,24",Jianchang_Yongxiu,5,10401,"11,103,246",b_ezhou_yongxin,8,0.010013,0.008105
12187,"230,242,243",Goryeo_Bukgye_Sukju,1,11794,"165,122,120",Liao_Diezhou,573,0.826840,0.375984
12187,"230,242,243",Goryeo_Bukgye_Sukju,2,11793,"76,26,38",FIC_Liao_Biliujiang,112,0.161616,0.118519
12187,"230,242,243",Goryeo_Bukgye_Sukju,3,11789,"166,21,214",Liao_Tongzhou,8,0.011544,0.006270
12189,"13,91,108",Hebin,1,13045,"14,1,48",b_shuozhou_shanyang_west,295,0.602041,0.234313
12189,"13,91,108",Hebin,2,12182,"201,72,235",b_shengzhou_hebin,108,0.220408,0.162651
12189,"13,91,108",Hebin,3,12386,"18,204,237",CirLXJ_Dongshengzhou,87,0.177551,0.075652
12190,"163,218,171",,1,13163,"51,184,209",,595,0.523768,0.433673
12190,"163,218,171",,2,12131,"30,243,199",b_yunzhou_xingtang,305,0.268486,0.505804
12190,"163,218,171",,3,13110,"164,157,70",b_shuozhou_mayi_east,114,0.100352,0.596859
12190,"163,218,171",,4,13127,"193,32,86",b_yunzhou_xingtang_east,95,0.083627,0.283582
12190,"163,218,171",,5,13128,"163,25,214",b_yunzhou_xintang_southeast,20,0.017606,0.026350
12191,"168,66,97",Goryeo_Bukgye_Taeju,1,11794,"165,122,120",Liao_Diezhou,224,0.395760,0.146982
12191,"168,66,97",Goryeo_Bukgye_Taeju,2,11789,"166,21,214",Liao_Tongzhou,220,0.388693,0.172414
12191,"168,66,97",Goryeo_Bukgye_Taeju,3,11790,"87,17,232",Liao_Zhenzhou,122,0.215548,0.123858
12192,"147,80,155",Longyang,1,12098,"13,12,175",b_langzhou_wuling,435,0.780969,0.474891
12192,"147,80,155",Longyang,2,13022,"29,78,149",b_lizhou_shimen_southeast,114,0.204668,0.121148
12192,"147,80,155",Longyang,3,13154,"215,239,187",b_langzhou_anxiang,7,0.012567,0.008906
12192,"147,80,155",Longyang,4,13054,"122,92,58",b_qianzhou_dayu_northwest,1,0.001795,0.001395
12193,"83,115,249",Muzhouhuinong,1,11776,"51,14,46",Liao_Xizhou,627,0.655858,0.456000
12193,"83,115,249",Muzhouhuinong,2,12609,"175,236,248",sea_liaodong_bay,300,0.313808,0.040107
12193,"83,115,249",Muzhouhuinong,3,11774,"175,151,154",Liao_Jinzhou,29,0.030335,0.034198
12195,"171,178,216",Luzhou,1,8751,"118,66,245",b_luzhou_luchuan,434,0.861111,0.482222
12195,"171,178,216",Luzhou,2,8750,"246,125,189",b_rongzhou_gongjing,70,0.138889,0.077519
12196,"103,73,83",Goryeo_Bukgye_Uiju,1,12609,"175,236,248",sea_liaodong_bay,258,0.410175,0.034492
12196,"103,73,83",Goryeo_Bukgye_Uiju,2,11763,"186,190,226",Liao_Haibeizhou,224,0.356121,0.139738
12196,"103,73,83",Goryeo_Bukgye_Uiju,3,11788,"147,60,144",Liao_Yaozhou,147,0.233704,0.140000
12197,"108,112,42",KOREA,1,10398,"254,36,134",b_ezhou_tangnian,919,0.629452,0.835455
12197,"108,112,42",KOREA,2,10397,"198,34,205",b_ezhou_puqi,318,0.217808,0.291209
12197,"108,112,42",KOREA,3,12984,"47,26,43",b_yuezhou_changjing_north,141,0.096575,0.111199
12197,"108,112,42",KOREA,4,13219,"44,222,50",,82,0.056164,0.071553
12198,"229,205,141",Taoyuan,1,13225,"45,30,54",,217,0.408663,0.182200
12198,"229,205,141",Taoyuan,2,12072,"226,199,18",b_jiangzhou_zijiang,186,0.350282,0.135371
12198,"229,205,141",Taoyuan,3,13022,"29,78,149",b_lizhou_shimen_southeast,128,0.241055,0.136026
12199,"103,49,156",Nixizhen,1,12289,"252,36,248",b_jiazhou_qianwei,276,0.752044,0.530769
12199,"103,49,156",Nixizhen,2,12293,"111,153,48",b_rongzhou_bodao,71,0.193460,0.128159
12199,"103,49,156",Nixizhen,3,12294,"179,32,139",b_rongzhou_yibin,17,0.046322,0.020910
12199,"103,49,156",Nixizhen,4,8749,"218,127,4",b_rongzhou_xuchuan,3,0.008174,0.006522
12200,"222,230,164",Shicheng_Qianzhou,1,10479,"73,213,124",b_qianzhou_pengshui,410,0.441335,0.520305
12200,"222,230,164",Shicheng_Qianzhou,2,13024,"17,32,223",b_kuizhou_fengjie_west,386,0.415501,0.840959
12200,"222,230,164",Shicheng_Qianzhou,3,10478,"241,198,228",b_qianzhou_qianjiang,59,0.063509,0.055089
12200,"222,230,164",Shicheng_Qianzhou,4,10480,"3,210,248",b_sizhou_wuchuan,46,0.049516,0.052995
12200,"222,230,164",Shicheng_Qianzhou,5,13155,"239,250,53",b_qianzhou_pengshui_2,28,0.030140,0.021978
12201,"25,95,114",Jinhua_Wuzhou,1,8988,"187,168,102",b_raozhou_jingde,376,0.510176,0.279970
12201,"25,95,114",Jinhua_Wuzhou,2,10366,"70,148,138",b_chizhou_zhide,184,0.249661,0.129669
12201,"25,95,114",Jinhua_Wuzhou,3,10367,"70,10,105",b_shezhou_qimen,177,0.240163,0.174556
12202,"175,36,188",WeihuaShikubao,1,13081,"121,2,64",b_yunzhou_lingqiu_east,312,0.425648,0.496815
12202,"175,36,188",WeihuaShikubao,2,13163,"51,184,209",,271,0.369714,0.197522
12202,"175,36,188",WeihuaShikubao,3,13128,"163,25,214",b_yunzhou_xintang_southeast,121,0.165075,0.159420
12202,"175,36,188",WeihuaShikubao,4,12132,"53,149,240",b_yuzhou_lingqiu,29,0.039563,0.032658
12203,"41,132,111",YouzhouJixian,1,13128,"163,25,214",b_yunzhou_xintang_southeast,363,0.386170,0.478261
12203,"41,132,111",YouzhouJixian,2,12151,"8,64,129",b_yizhou_yi,316,0.336170,0.291782
12203,"41,132,111",YouzhouJixian,3,12170,"101,39,112",CirLNJ_Baihua,157,0.167021,0.178815
12203,"41,132,111",YouzhouJixian,4,13081,"121,2,64",b_yunzhou_lingqiu_east,104,0.110638,0.165605
12204,"79,169,172",Nanchuan_Sanxi,1,10416,"245,0,187",b_nanzhou_sanxi,156,0.530612,0.345133
12204,"79,169,172",Nanchuan_Sanxi,2,10414,"252,150,135",b_nanzhou_nanchuan,138,0.469388,0.234694
12205,"240,184,115",Pengshui_Qianzhou,1,13155,"239,250,53",b_qianzhou_pengshui_2,859,0.842157,0.674254
12205,"240,184,115",Pengshui_Qianzhou,2,10479,"73,213,124",b_qianzhou_pengshui,112,0.109804,0.142132
12205,"240,184,115",Pengshui_Qianzhou,3,12080,"214,152,106",b_qinzhou_ligao,25,0.024510,0.019275
12205,"240,184,115",Pengshui_Qianzhou,4,13024,"17,32,223",b_kuizhou_fengjie_west,24,0.023529,0.052288
12206,"252,24,191",Longshan_Xizhou,1,10486,"218,174,157",b_xizhou_daxiang,342,0.465940,0.299737
12206,"252,24,191",Longshan_Xizhou,2,13145,"92,29,208",b_xizhou_1,237,0.322888,0.224008
12206,"252,24,191",Longshan_Xizhou,3,10548,"101,52,123",b_xizhou_santing,153,0.208447,0.217021
12206,"252,24,191",Longshan_Xizhou,4,13215,"183,214,78",,2,0.002725,0.000696
