"source_title_id","source_tier","cluster_key","source_root_title","in_master","status","relation_type","rewrite_allowed","canonical_namespace","canonical_title_id"
"b_taikkala","b","e_suvarnabhumi > k_pagan > d_ramannadesa","e_suvarnabhumi","yes","mapped","contextual","yes","mod","b_taikkala"
"b_peikthanomyo","b","e_suvarnabhumi > k_pagan > d_pagan","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","b_peikthanomyo"
"b_matamuhuri","b","e_suvarnabhumi > k_pagan > d_arakan","e_suvarnabhumi","yes","mapped","contextual","yes","mod","b_matamuhuri"
"c_hanlan","c","e_suvarnabhumi > k_pagan > d_tagaung","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","c_hanlan"
"b_nyaungshwe","b","e_suvarnabhumi > k_pagan > d_mongnai","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","b_nyaungshwe"
"b_hsawnghsup","b","e_suvarnabhumi > k_pagan > d_tagaung","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","b_hsawnghsup"
"k_dvaravati","k","e_suvarnabhumi > k_dvaravati","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","k_dvaravati"
"b_momauk","b","e_suvarnabhumi > k_pagan > d_tengchong","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","b_momauk"
"b_launggyet","b","e_suvarnabhumi > k_pagan > d_arakan","e_suvarnabhumi","yes","mapped","exact","yes","mod","b_launggyet"
"c_putao","c","e_suvarnabhumi > k_pagan > d_tengchong","e_suvarnabhumi","yes","mapped","contextual","yes","mod","c_putao"
"b_THAI_Kra_Buri","b","e_suvarnabhumi > k_dvaravati > d_tun_sun","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","b_THAI_Kra_Buri"
"b_mrauk_u","b","e_suvarnabhumi > k_pagan > d_arakan","e_suvarnabhumi","yes","mapped","contextual","yes","mod","b_mrauk_u"
"b_pai","b","e_suvarnabhumi > k_dvaravati > d_haripunjaya","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","b_pai"
"b_mongnai","b","e_suvarnabhumi > k_pagan > d_mongnai","e_suvarnabhumi","yes","mapped","contextual","yes","mod","b_mongnai"
"c_dagon","c","e_suvarnabhumi > k_pagan > d_ramannadesa","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","c_dagon"
"b_hsipaw","b","e_suvarnabhumi > k_pagan > d_mongnai","e_suvarnabhumi","yes","mapped","contextual","yes","mod","b_hsipaw"
"c_minbu","c","e_suvarnabhumi > k_pagan > d_pagan","e_suvarnabhumi","yes","mapped","contextual","yes","mod","c_minbu"
"c_hsenwi","c","e_suvarnabhumi > k_pagan > d_mongnai","e_suvarnabhumi","yes","mapped","contextual","yes","mod","c_hsenwi"
"d_sriksetra","d","e_suvarnabhumi > k_pagan > d_sriksetra","e_suvarnabhumi","yes","mapped","contextual","yes","mod","d_sriksetra"
"b_singu","b","e_suvarnabhumi > k_pagan > d_tagaung","e_suvarnabhumi","yes","mapped","contextual","yes","mod","b_singu"
"c_nandian","c","e_suvarnabhumi > k_pagan > d_tengchong","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","c_nandian"
"b_yamethin","b","e_suvarnabhumi > k_pagan > d_pagan","e_suvarnabhumi","yes","mapped","contextual","yes","mod","b_yamethin"
"b_binnaka","b","e_suvarnabhumi > k_pagan > d_pagan","e_suvarnabhumi","yes","mapped","exact","yes","mod","b_binnaka"
"b_mawkmai","b","e_suvarnabhumi > k_pagan > d_mongnai","e_suvarnabhumi","yes","mapped","contextual","yes","mod","b_mawkmai"
"b_THAI_Singkhon","b","e_suvarnabhumi > k_dvaravati > d_tun_sun","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","b_THAI_Singkhon"
"c_ava","c","e_suvarnabhumi > k_pagan > d_pagan","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","c_ava"
"d_ramannadesa","d","e_suvarnabhumi > k_pagan > d_ramannadesa","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","d_ramannadesa"
"b_pinya","b","e_suvarnabhumi > k_pagan > d_pagan","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","b_pinya"
"k_siam","k","e_suvarnabhumi > k_siam","e_suvarnabhumi","yes","mapped","contextual","yes","mod","k_siam"
"b_shwemyo","b","e_suvarnabhumi > k_pagan > d_sriksetra","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","b_shwemyo"
"b_myitkyina","b","e_suvarnabhumi > k_pagan > d_tengchong","e_suvarnabhumi","yes","mapped","contextual","yes","mod","b_myitkyina"
"b_chihpwi","b","e_suvarnabhumi > k_pagan > d_tengchong","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","b_chihpwi"
"b_shwesettaw","b","e_suvarnabhumi > k_pagan > d_pagan","e_suvarnabhumi","yes","mapped","contextual","yes","mod","b_shwesettaw"
"b_akyab","b","e_suvarnabhumi > k_pagan > d_arakan","e_suvarnabhumi","yes","mapped","exact","yes","mod","b_akyab"
"c_thanbyuzayat","c","e_suvarnabhumi > k_dvaravati > d_tun_sun","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","c_thanbyuzayat"
"b_bogale","b","e_suvarnabhumi > k_pagan > d_ramannadesa","e_suvarnabhumi","yes","mapped","contextual","yes","mod","b_bogale"
"d_sipsongpanna","d","e_suvarnabhumi > k_dvaravati > d_sipsongpanna","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","d_sipsongpanna"
"b_hlaingbwe","b","e_suvarnabhumi > k_dvaravati > d_haripunjaya","e_suvarnabhumi","yes","mapped","contextual","yes","mod","b_hlaingbwe"
"c_lampang","c","e_suvarnabhumi > k_dvaravati > d_sukhothai","e_suvarnabhumi","yes","mapped","contextual","yes","mod","c_lampang"
"b_keng_tung","b","e_suvarnabhumi > k_pagan > d_yongchang","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","b_keng_tung"
"b_myede","b","e_suvarnabhumi > k_pagan > d_sriksetra","e_suvarnabhumi","yes","mapped","exact","yes","vanilla","b_myede"
"k_brunei","k","e_brunei > k_brunei","e_brunei","yes","mapped","contextual","yes","mod","k_brunei"
"e_brunei","e","e_brunei","e_brunei","yes","mapped","contextual","yes","mod","e_brunei"
"c_angkor","c","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","c_angkor"
"c_vyadhapura","c","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","c_vyadhapura"
"b_pleiku","b","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","exact","yes","vanilla","b_pleiku"
"b_borikham","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","b_borikham"
"b_svay_rieng","b","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_svay_rieng"
"b_plei_doch","b","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","exact","yes","vanilla","b_plei_doch"
"b_phnom_dek","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","b_phnom_dek"
"b_dong_si_mahosot","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","b_dong_si_mahosot"
"b_bueng_kan","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","b_bueng_kan"
"c_sanasomboon","c","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","c_sanasomboon"
"c_ubon_ratchathani","c","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","c_ubon_ratchathani"
"c_angkor_borey","c","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","c_angkor_borey"
"b_sa_kaeo","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","b_sa_kaeo"
"b_angkor","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","contextual","yes","mod","b_angkor"
"b_ba_tri","b","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","exact","yes","vanilla","b_ba_tri"
"d_vijaya","d","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","contextual","yes","mod","d_vijaya"
"b_lingapura","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","contextual","yes","mod","b_lingapura"
"c_salo_tai","c","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","c_salo_tai"
"b_pursat","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","contextual","yes","mod","b_pursat"
"b_ea_sup","b","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","exact","yes","vanilla","b_ea_sup"
"c_mukdahan","c","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","contextual","yes","mod","c_mukdahan"
"b_muang_fa_daet","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","b_muang_fa_daet"
"b_stung_treng","b","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","exact","yes","vanilla","b_stung_treng"
"b_nong_bua","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","b_nong_bua"
"b_salo_tai","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","b_salo_tai"
"b_trat","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","contextual","yes","mod","b_trat"
"b_sanasomboon","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","b_sanasomboon"
"c_baigaur","c","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","contextual","yes","mod","c_baigaur"
"c_koh_ker","c","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","c_koh_ker"
"c_kracheh_nokor","c","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","c_kracheh_nokor"
"b_nong_khai","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","b_nong_khai"
"b_maha_sarakham","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","b_maha_sarakham"
"b_koh_ker","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","b_koh_ker"
"b_tribhuvanamaheshvara","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","b_tribhuvanamaheshvara"
"b_ban_nathan","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","b_ban_nathan"
"e_kambuja","e","e_kambuja","e_kambuja","yes","mapped","contextual","yes","mod","e_kambuja"
"b_phuoc_tuy","b","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","exact","yes","vanilla","b_phuoc_tuy"
"b_binh_dai","b","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","exact","yes","vanilla","b_binh_dai"
"b_ubon_ratchathani_northwest","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","b_ubon_ratchathani_northwest"
"c_ma_linh","c","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","exact","yes","vanilla","c_ma_linh"
"b_vijaya","b","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","contextual","yes","mod","b_vijaya"
"b_sambhupura","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","contextual","yes","mod","b_sambhupura"
"b_hanchei","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","b_hanchei"
"b_xuan_loc","b","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_xuan_loc"
"b_attapeu","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","b_attapeu"
"b_chaiyaphum","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","contextual","yes","mod","b_chaiyaphum"
"b_dia_ly","b","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_dia_ly"
"b_choam_khsant","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","b_choam_khsant"
"b_muang_fuang","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","b_muang_fuang"
"b_bo_chinh","b","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_bo_chinh"
"b_dong_duong","b","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_dong_duong"
"b_sambor","b","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","exact","yes","vanilla","b_sambor"
"b_rayong","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","contextual","yes","mod","b_rayong"
"b_phon_sai","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","b_phon_sai"
"b_tay_ninh","b","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_tay_ninh"
"c_muang_fa_daet","c","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","c_muang_fa_daet"
"b_tan_xuyen","b","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_tan_xuyen"
"c_stung_treng","c","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","exact","yes","vanilla","c_stung_treng"
"d_mukdahan","d","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","d_mukdahan"
"b_binh_long","b","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_binh_long"
"b_chachoengsoo","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","b_chachoengsoo"
"b_soc_trang","b","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","contextual","yes","mod","b_soc_trang"
"b_surin","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","b_surin"
"b_binh_long_2","b","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_binh_long_2"
"b_phu_bon","b","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","exact","yes","vanilla","b_phu_bon"
"b_angkor_borey","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","b_angkor_borey"
"b_nhan","b","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","exact","yes","vanilla","b_nhan"
"b_ubon_ratchathani","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","b_ubon_ratchathani"
"c_binh_long","c","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","c_binh_long"
"d_angkor","d","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","d_angkor"
"c_mueang_phra_rot","c","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","c_mueang_phra_rot"
"b_kauthara","b","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","exact","yes","vanilla","b_kauthara"
"b_panduranga","b","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","exact","yes","vanilla","b_panduranga"
"b_kien_phong","b","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_kien_phong"
"b_ban_pang","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","b_ban_pang"
"b_ratanakiri","b","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","exact","yes","vanilla","b_ratanakiri"
"b_phimai","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","b_phimai"
"b_battambang","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","b_battambang"
"b_sakhon_nakhon","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","b_sakhon_nakhon"
"d_baigaur","d","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","contextual","yes","mod","d_baigaur"
"b_oc_eo","b","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","exact","yes","vanilla","b_oc_eo"
"b_muang_khoun","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","b_muang_khoun"
"b_simhapura","b","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","contextual","yes","mod","b_simhapura"
"k_chenla","k","e_kambuja > k_chenla","e_kambuja","yes","mapped","contextual","yes","mod","k_chenla"
"b_tay_son","b","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","exact","yes","vanilla","b_tay_son"
"c_ca_mau","c","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","exact","yes","vanilla","c_ca_mau"
"b_aya_ru","b","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","exact","yes","vanilla","b_aya_ru"
"c_vijaya","c","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","contextual","yes","mod","c_vijaya"
"d_ratanakiri","d","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","exact","yes","vanilla","d_ratanakiri"
"c_pursat","c","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","contextual","yes","mod","c_pursat"
"b_mondulkiri","b","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","exact","yes","vanilla","b_mondulkiri"
"b_kum_pak_khlang","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","b_kum_pak_khlang"
"b_binh_tuy","b","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","exact","yes","vanilla","b_binh_tuy"
"b_ma_linh","b","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_ma_linh"
"d_indrapura","d","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","contextual","yes","mod","d_indrapura"
"b_binh_long_3","b","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_binh_long_3"
"c_ratanakiri","c","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","exact","yes","vanilla","c_ratanakiri"
"b_khon_kaen","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","b_khon_kaen"
"b_baigaur","b","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","contextual","yes","mod","b_baigaur"
"b_mukdahan","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","contextual","yes","mod","b_mukdahan"
"b_quang_ngai","b","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_quang_ngai"
"b_kampong_chhnang","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","contextual","yes","mod","b_kampong_chhnang"
"c_vien_chan","c","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","c_vien_chan"
"b_hinboun","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","b_hinboun"
"b_thanh_phu","b","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","exact","yes","vanilla","b_thanh_phu"
"c_botum_sakor","c","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","c_botum_sakor"
"b_my_son","b","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_my_son"
"b_bayang","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","b_bayang"
"b_krung_poi_pet","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","b_krung_poi_pet"
"b_dinh_tuong","b","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","exact","yes","vanilla","b_dinh_tuong"
"b_canasapura","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","contextual","yes","mod","b_canasapura"
"c_pleiku","c","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","exact","yes","vanilla","c_pleiku"
"b_vyadhapura","b","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_vyadhapura"
"c_canasha","c","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","c_canasha"
"b_si_sa_ket","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","contextual","yes","mod","b_si_sa_ket"
"b_phnom_penh","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","b_phnom_penh"
"b_ca_mau","b","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","contextual","yes","mod","b_ca_mau"
"b_indrapura_khmer","b","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_indrapura_khmer"
"b_hve","b","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_hve"
"b_pakse","b","e_kambuja > k_funan > d_ratanakiri","e_kambuja","yes","mapped","contextual","yes","mod","b_pakse"
"b_mouang_camphon","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","b_mouang_camphon"
"d_phonsavan","d","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","d_phonsavan"
"b_prea_vihear","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","b_prea_vihear"
"d_vyadhapura","d","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","contextual","yes","mod","d_vyadhapura"
"c_prea_vihear","c","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","c_prea_vihear"
"c_simhapura","c","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","contextual","yes","mod","c_simhapura"
"b_go_cong","b","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","exact","yes","vanilla","b_go_cong"
"c_binh_dai","c","e_kambuja > k_funan > d_baigaur","e_kambuja","yes","mapped","exact","yes","vanilla","c_binh_dai"
"b_mueang_phra_rot","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","b_mueang_phra_rot"
"b_kompong_saom","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","b_kompong_saom"
"b_nong_bua_lam_phu","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","contextual","yes","mod","b_nong_bua_lam_phu"
"b_preah_khan","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","contextual","yes","mod","b_preah_khan"
"b_loei","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","contextual","yes","mod","b_loei"
"c_panduranga","c","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","contextual","yes","mod","c_panduranga"
"c_dong_si_mahosot","c","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","c_dong_si_mahosot"
"b_vien_chan","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","b_vien_chan"
"b_vang_vieng","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","exact","yes","vanilla","b_vang_vieng"
"b_botum_sakor","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","b_botum_sakor"
"c_indrapura","c","e_kambuja > k_champa > d_indrapura","e_kambuja","yes","mapped","contextual","yes","mod","c_indrapura"
"k_funan","k","e_kambuja > k_funan","e_kambuja","yes","mapped","exact","yes","vanilla","k_funan"
"c_kauthara","c","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","contextual","yes","mod","c_kauthara"
"b_khorat","b","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","exact","yes","vanilla","b_khorat"
"d_angkor_borey","d","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","d_angkor_borey"
"b_malithit","b","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","contextual","yes","mod","b_malithit"
"b_banh_it","b","e_kambuja > k_champa > d_vijaya","e_kambuja","yes","mapped","exact","yes","vanilla","b_banh_it"
"b_ku_kaeo","b","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","b_ku_kaeo"
"k_champa","k","e_kambuja > k_champa","e_kambuja","yes","mapped","contextual","yes","mod","k_champa"
"c_sambhupura","c","e_kambuja > k_funan > d_angkor","e_kambuja","yes","mapped","contextual","yes","mod","c_sambhupura"
"b_salavan","b","e_kambuja > k_chenla > d_phonsavan","e_kambuja","yes","mapped","contextual","yes","mod","b_salavan"
"b_kracheh_nokor","b","e_kambuja > k_funan > d_vyadhapura","e_kambuja","yes","mapped","exact","yes","vanilla","b_kracheh_nokor"
"b_maha_rosei","b","e_kambuja > k_funan > d_angkor_borey","e_kambuja","yes","mapped","exact","yes","vanilla","b_maha_rosei"
"c_ku_kaeo","c","e_kambuja > k_chenla > d_mukdahan","e_kambuja","yes","mapped","exact","yes","vanilla","c_ku_kaeo"
"b_BOR_Kota_Waringin","b","e_nusantara > k_tanjungnagara > d_BOR_tanjungpura","e_nusantara","yes","mapped","exact","yes","vanilla","b_BOR_Kota_Waringin"
"b_PHI_Kandong","b","e_nusantara > k_lusung > d_PHI_ilocana","e_nusantara","yes","mapped","exact","yes","vanilla","b_PHI_Kandong"
"c_PHI_maguindanao","c","e_nusantara > k_kabisay-an > d_PHI_maguindanao","e_nusantara","yes","mapped","exact","yes","vanilla","c_PHI_maguindanao"
"d_BOR_santubong","d","e_nusantara > k_tanjungnagara > d_BOR_santubong","e_nusantara","yes","mapped","contextual","yes","mod","d_BOR_santubong"
"b_nakajan","b","e_nusantara > k_ruucuu > d_ruucuu","e_nusantara","yes","mapped","exact","yes","vanilla","b_nakajan"
"b_MAL_Bacan","b","e_nusantara > k_maluku > d_SuMa_halmahera","e_nusantara","yes","mapped","exact","yes","vanilla","b_MAL_Bacan"
"b_PHI_Pala_wan","b","e_nusantara > k_lusung > d_PHI_sandao","e_nusantara","yes","mapped","exact","yes","vanilla","b_PHI_Pala_wan"
"b_BOR_Tunkaren","b","e_nusantara > k_tanjungnagara > d_BOR_nan_sarunai","e_nusantara","yes","mapped","exact","yes","vanilla","b_BOR_Tunkaren"
"c_aru","c","e_nusantara > k_maluku > d_papua","e_nusantara","yes","mapped","contextual","yes","mod","c_aru"
"c_BOR_lahad_datu","c","e_nusantara > k_tanjungnagara > d_BOR_barune","e_nusantara","yes","mapped","exact","yes","vanilla","c_BOR_lahad_datu"
"b_PHI_Babuyan","b","e_nusantara > k_lusung > d_PHI_ilocana","e_nusantara","yes","mapped","exact","yes","vanilla","b_PHI_Babuyan"
"b_PHI_Bagua_Inged","b","e_nusantara > k_kabisay-an > d_PHI_maguindanao","e_nusantara","yes","mapped","exact","yes","vanilla","b_PHI_Bagua_Inged"
